,country_name,country_3_letter_code,discipline_title,event_title,game_season,percentage
65,Albania,ALB,Shooting,50m pistol 60 shots men,Summer,5.6
66,Albania,ALB,Shooting,50m pistol 60 shots mixed,Summer,11.1
67,Albania,ALB,Shooting,50m rifle prone 60 shots mixed,Summer,11.1
68,Albania,ALB,Swimming,100m breaststroke men,Summer,9.1
69,Albania,ALB,Swimming,100m butterfly women,Summer,9.1
70,Albania,ALB,Swimming,100m freestyle men,Summer,18.2
71,Albania,ALB,Swimming,100m freestyle women,Summer,9.1
72,Albania,ALB,Swimming,50m freestyle men,Summer,36.4
73,Albania,ALB,Swimming,50m freestyle women,Summer,18.2
74,Albania,ALB,Weightlifting,100  110kg heavyweight men,Summer,5.3
75,Albania,ALB,Weightlifting,53kg women,Summer,5.3
76,Albania,ALB,Weightlifting,56 - 60kg (featherweight) men,Summer,5.3
77,Albania,ALB,Weightlifting,58kg women,Summer,10.5
78,Albania,ALB,Weightlifting,60-67.5kg lightweight men,Summer,10.5
79,Albania,ALB,Weightlifting,62kg featherweight men,Summer,5.3
80,Albania,ALB,Weightlifting,69kg men,Summer,21.1
81,Albania,ALB,Weightlifting,70  76kg middleweight men,Summer,5.3
82,Albania,ALB,Weightlifting,77kg men,Summer,15.8
83,Albania,ALB,Weightlifting,94kg men,Summer,5.3
84,Albania,ALB,Weightlifting,Men's 73kg,Summer,5.3
85,Albania,ALB,Weightlifting,Men's 81kg,Summer,5.3
86,Albania,ALB,Wrestling,"Heavyweight, Freestyle (≤100 kilograms) Men",Summer,25.0
87,Albania,ALB,Wrestling,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Summer,25.0
88,Albania,ALB,Wrestling,"Lightweight, Freestyle (≤60 kilograms) Men",Summer,50.0
89,Algeria,ALG,Alpine Skiing,downhill women,Winter,10.0
90,Algeria,ALG,Alpine Skiing,giant slalom men,Winter,20.0
91,Algeria,ALG,Alpine Skiing,giant slalom women,Winter,10.0
92,Algeria,ALG,Alpine Skiing,slalom men,Winter,20.0
93,Algeria,ALG,Alpine Skiing,super-G men,Winter,20.0
94,Algeria,ALG,Alpine Skiing,super-G women,Winter,20.0
95,Algeria,ALG,Athletics,10000m men,Summer,3.1
96,Algeria,ALG,Athletics,10000m women,Summer,1.6
97,Algeria,ALG,Athletics,100m hurdles women,Summer,1.6
98,Algeria,ALG,Athletics,1500m men,Summer,7.8
99,Algeria,ALG,Athletics,1500m women,Summer,4.7
100,Algeria,ALG,Athletics,20km race walk women,Summer,1.6
101,Algeria,ALG,Athletics,20km walk men,Summer,12.5
102,Algeria,ALG,Athletics,3000m steeplechase men,Summer,6.2
103,Algeria,ALG,Athletics,5000m men,Summer,9.4
104,Algeria,ALG,Athletics,50km walk men,Summer,3.1
105,Algeria,ALG,Athletics,800m men,Summer,12.5
106,Algeria,ALG,Athletics,800m women,Summer,1.6
107,Algeria,ALG,Athletics,Men's Triple Jump,Summer,1.6
108,Algeria,ALG,Athletics,decathlon men,Summer,1.6
109,Algeria,ALG,Athletics,heptathlon women,Summer,1.6
110,Algeria,ALG,Athletics,high jump men,Summer,1.6
111,Algeria,ALG,Athletics,long jump men,Summer,1.6
112,Algeria,ALG,Athletics,marathon men,Summer,15.6
113,Algeria,ALG,Athletics,marathon women,Summer,7.8
114,Algeria,ALG,Athletics,triple jump women,Summer,3.1
115,Algeria,ALG,Badminton,Singles men,Summer,100.0
116,Algeria,ALG,Boxing,46-49kg men,Summer,1.3
117,Algeria,ALG,Boxing,48-51kg flyweight men,Summer,6.3
118,Algeria,ALG,Boxing,48kg lightflyweight men,Summer,5.1
119,Algeria,ALG,Boxing,51-54kg bantamweight men,Summer,8.9
120,Algeria,ALG,Boxing,52kg men,Summer,2.5
121,Algeria,ALG,Boxing,54-57kg featherweight men,Summer,10.1
122,Algeria,ALG,Boxing,56kg men,Summer,2.5
123,Algeria,ALG,Boxing,57-60kg lightweight men,Summer,6.3
124,Algeria,ALG,Boxing,60 - 64 kg men,Summer,2.5
125,Algeria,ALG,Boxing,60-63.5kg lightwelterweigh men,Summer,6.3
126,Algeria,ALG,Boxing,63.5-67kg welterweight men,Summer,2.5
127,Algeria,ALG,Boxing,64 - 69 kg men,Summer,3.8
128,Algeria,ALG,Boxing,67  71kg lightmiddleweight men,Summer,2.5
129,Algeria,ALG,Boxing,67-71kg lightmiddleweight men,Summer,1.3
130,Algeria,ALG,Boxing,69 - 75 kg men,Summer,5.1
131,Algeria,ALG,Boxing,71-75kg men,Summer,6.3
132,Algeria,ALG,Boxing,75 - 81kg (light-heavyweight) men,Summer,1.3
133,Algeria,ALG,Boxing,75-81kg lightheavyweight men,Summer,7.6
134,Algeria,ALG,Boxing,81-91kg heavyweight men,Summer,6.3
135,Algeria,ALG,Boxing,91kg super heavyweight men,Summer,1.3
136,Algeria,ALG,Boxing,Men's Fly (48-52kg),Summer,1.3
137,Algeria,ALG,Boxing,Men's Heavy (81-91kg),Summer,1.3
138,Algeria,ALG,Boxing,Men's Light Heavy (75-81kg),Summer,1.3
139,Algeria,ALG,Boxing,Men's Middle (69-75kg),Summer,1.3
140,Algeria,ALG,Boxing,Men's Super Heavy (+91kg),Summer,1.3
141,Algeria,ALG,Boxing,Women's Fly (48-51kg),Summer,1.3
142,Algeria,ALG,Boxing,Women's Light (57-60kg),Summer,1.3
143,Algeria,ALG,Boxing,Women's Middle (69-75kg),Summer,1.3
144,Algeria,ALG,Canoe Sprint,Women's Kayak Single 200m,Summer,50.0
145,Algeria,ALG,Canoe Sprint,Women's Kayak Single 500m,Summer,50.0
146,Algeria,ALG,Cross Country Skiing,15km men,Winter,50.0
147,Algeria,ALG,Cross Country Skiing,50km men,Winter,50.0
148,Algeria,ALG,Cycling Road,Men's Individual Time Trial,Summer,10.0
149,Algeria,ALG,Cycling Road,Men's Road Race,Summer,20.0
150,Algeria,ALG,Cycling Road,individual road race men,Summer,60.0
151,Algeria,ALG,Cycling Road,individual time trial men,Summer,10.0
152,Algeria,ALG,Fencing,Men's Foil Individual,Summer,4.3
153,Algeria,ALG,Fencing,Men's Sabre Individual,Summer,4.3
154,Algeria,ALG,Fencing,Women's Foil Individual,Summer,4.3
155,Algeria,ALG,Fencing,Women's Sabre Individual,Summer,4.3
156,Algeria,ALG,Fencing,foil individual men,Summer,13.0
157,Algeria,ALG,Fencing,foil individual women,Summer,26.1
158,Algeria,ALG,Fencing,sabre individual men,Summer,17.4
159,Algeria,ALG,Fencing,sabre individual women,Summer,4.3
160,Algeria,ALG,Fencing,sabre team men,Summer,4.3
161,Algeria,ALG,Fencing,épée individual men,Summer,4.3
162,Algeria,ALG,Fencing,épée individual women,Summer,13.0
163,Algeria,ALG,Football,football men,Summer,100.0
164,Algeria,ALG,Gymnastics Artistic,individual all-round men,Summer,100.0
165,Algeria,ALG,Handball,handball men,Summer,100.0
166,Algeria,ALG,Judo,+ 100kg (heavyweight) men,Summer,2.4
167,Algeria,ALG,Judo,+ 78kg (heavyweight) women,Summer,2.4
168,Algeria,ALG,Judo,- 48 kg - extralightweight women,Summer,2.4
169,Algeria,ALG,Judo,- 60 kg -extralightweight men,Summer,2.4
170,Algeria,ALG,Judo,- 60 kg men,Summer,4.8
171,Algeria,ALG,Judo,100kg heavyweight men,Summer,2.4
172,Algeria,ALG,Judo,48  52kg halflightweight women,Summer,11.9
173,Algeria,ALG,Judo,48kg extralightweight women,Summer,4.8
174,Algeria,ALG,Judo,52  57kg lightweight women,Summer,2.4
175,Algeria,ALG,Judo,57 - 63kg (half-middleweight) women,Summer,2.4
176,Algeria,ALG,Judo,60  66kg halflightweight men,Summer,2.4
177,Algeria,ALG,Judo,60 - 65kg (half-lightweight) men,Summer,4.8
178,Algeria,ALG,Judo,60 - 66kg (half-lightweight) men,Summer,2.4
179,Algeria,ALG,Judo,61  66kg middleweight women,Summer,2.4
180,Algeria,ALG,Judo,63  70kg middleweight women,Summer,2.4
181,Algeria,ALG,Judo,65 - 71kg (lightweight) men,Summer,7.1
182,Algeria,ALG,Judo,66  73kg lightweight men,Summer,7.1
183,Algeria,ALG,Judo,71  78kg halfmiddleweight men,Summer,2.4
184,Algeria,ALG,Judo,73  81kg halfmiddleweight men,Summer,2.4
185,Algeria,ALG,Judo,78  86kg middleweight men,Summer,2.4
186,Algeria,ALG,Judo,78kg heavyweight women,Summer,2.4
187,Algeria,ALG,Judo,81  90kg middleweight men,Summer,4.8
188,Algeria,ALG,Judo,90  100kg halfheavyweight men,Summer,4.8
189,Algeria,ALG,Judo,90 - 100kg (half-heavyweight) men,Summer,2.4
190,Algeria,ALG,Judo,95kg heavyweight men,Summer,2.4
191,Algeria,ALG,Judo,Atlanta 1996 Judo - 60 kg men,Summer,2.4
192,Algeria,ALG,Judo,Men -73 kg,Summer,2.4
193,Algeria,ALG,Judo,Sydney 2000 Judo - 60 kg men,Summer,2.4
194,Algeria,ALG,Judo,Women +78 kg,Summer,2.4
195,Algeria,ALG,Karate,Women's Kumite +61kg,Summer,100.0
196,Algeria,ALG,Marathon Swimming,Women's 10km,Summer,100.0
197,Algeria,ALG,Rowing,Lightweight Men's Double Sculls,Summer,10.0
198,Algeria,ALG,Rowing,lightweight double sculls 2x men,Summer,10.0
199,Algeria,ALG,Rowing,single sculls 1x men,Summer,40.0
200,Algeria,ALG,Rowing,single sculls 1x women,Summer,40.0
201,Algeria,ALG,Sailing,Laser Radial - One Person Dinghy women,Summer,20.0
202,Algeria,ALG,Sailing,RS:X - Windsurfer men,Summer,20.0
203,Algeria,ALG,Sailing,RS:X - Windsurfer women,Summer,20.0
204,Algeria,ALG,Sailing,RS:X Men,Summer,20.0
205,Algeria,ALG,Sailing,RS:X Women,Summer,20.0
206,Algeria,ALG,Shooting,10m Air Rifle women,Summer,33.3
207,Algeria,ALG,Shooting,10m air pistol 60 shots men,Summer,33.3
208,Algeria,ALG,Shooting,10m air rifle 60 shots men,Summer,33.3
209,Algeria,ALG,Swimming,100m backstroke men,Summer,2.8
210,Algeria,ALG,Swimming,100m breaststroke men,Summer,8.3
211,Algeria,ALG,Swimming,100m butterfly men,Summer,8.3
212,Algeria,ALG,Swimming,100m butterfly women,Summer,2.8
213,Algeria,ALG,Swimming,100m freestyle men,Summer,16.7
214,Algeria,ALG,Swimming,1500m freestyle men,Summer,2.8
215,Algeria,ALG,Swimming,200m breaststroke men,Summer,8.3
216,Algeria,ALG,Swimming,200m butterfly men,Summer,2.8
217,Algeria,ALG,Swimming,200m freestyle men,Summer,13.9
218,Algeria,ALG,Swimming,200m individual medley men,Summer,5.6
219,Algeria,ALG,Swimming,400m freestyle men,Summer,11.1
220,Algeria,ALG,Swimming,400m individual medley women,Summer,2.8
221,Algeria,ALG,Swimming,50m freestyle men,Summer,13.9
222,Algeria,ALG,Table Tennis,Men's Singles,Summer,12.5
223,Algeria,ALG,Table Tennis,Singles men,Summer,25.0
224,Algeria,ALG,Table Tennis,Singles women,Summer,25.0
225,Algeria,ALG,Table Tennis,doubles men,Summer,25.0
226,Algeria,ALG,Table Tennis,doubles women,Summer,12.5
227,Algeria,ALG,Taekwondo,58 kg men,Summer,100.0
228,Algeria,ALG,Tennis,Singles men,Summer,50.0
229,Algeria,ALG,Tennis,Singles women,Summer,50.0
230,Algeria,ALG,Volleyball,volleyball men,Summer,33.3
231,Algeria,ALG,Volleyball,volleyball women,Summer,66.7
232,Algeria,ALG,Weightlifting,+105kg men,Summer,5.3
233,Algeria,ALG,Weightlifting,+75kg women,Summer,5.3
234,Algeria,ALG,Weightlifting,100  110kg heavyweight men,Summer,5.3
235,Algeria,ALG,Weightlifting,105kg heavyweight men,Summer,5.3
236,Algeria,ALG,Weightlifting,56 - 60kg (featherweight) men,Summer,15.8
237,Algeria,ALG,Weightlifting,56kg bantamweight men,Summer,21.1
238,Algeria,ALG,Weightlifting,58kg women,Summer,5.3
239,Algeria,ALG,Weightlifting,59  64kg featherweight men,Summer,10.5
240,Algeria,ALG,Weightlifting,60-67.5kg lightweight men,Summer,5.3
241,Algeria,ALG,Weightlifting,63kg women,Summer,10.5
242,Algeria,ALG,Weightlifting,64  70kg lightweight men,Summer,5.3
243,Algeria,ALG,Weightlifting,90 - 100kg (first-heavyweight) men,Summer,5.3
244,Algeria,ALG,Wrestling,"Featherweight, Greco-Roman (≤55 kilograms) Men",Summer,3.7
245,Algeria,ALG,Wrestling,"Flyweight, Freestyle (≤52 kilograms) Men",Summer,7.4
246,Algeria,ALG,Wrestling,Freestyle 84 kg men,Summer,3.7
247,Algeria,ALG,Wrestling,Greco-Roman 60 kg men,Summer,3.7
248,Algeria,ALG,Wrestling,Greco-Roman 66 kg men,Summer,7.4
249,Algeria,ALG,Wrestling,Greco-Roman 85kg men,Summer,3.7
250,Algeria,ALG,Wrestling,Greco-Roman 98 kg men,Summer,3.7
251,Algeria,ALG,Wrestling,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Summer,3.7
252,Algeria,ALG,Wrestling,"Lightweight, Freestyle (≤68 kilograms) Men",Summer,3.7
253,Algeria,ALG,Wrestling,"Lightweight, Greco-Roman (≤63 kilograms) Men",Summer,3.7
254,Algeria,ALG,Wrestling,"Lightweight, Greco-Roman (≤68 kilograms) Men",Summer,7.4
255,Algeria,ALG,Wrestling,Men's Freestyle 125kg,Summer,3.7
256,Algeria,ALG,Wrestling,Men's Freestyle 57kg,Summer,3.7
257,Algeria,ALG,Wrestling,Men's Freestyle 86kg,Summer,3.7
258,Algeria,ALG,Wrestling,Men's Freestyle 97kg,Summer,3.7
259,Algeria,ALG,Wrestling,Men's Greco-Roman 60kg,Summer,3.7
260,Algeria,ALG,Wrestling,Men's Greco-Roman 67kg,Summer,3.7
261,Algeria,ALG,Wrestling,Men's Greco-Roman 87kg,Summer,3.7
262,Algeria,ALG,Wrestling,Men's Greco-Roman 97kg,Summer,3.7
263,Algeria,ALG,Wrestling,"Middleweight, Greco-Roman (≤74 kilograms) Men",Summer,3.7
264,Algeria,ALG,Wrestling,"Middleweight, Greco-Roman (≤76 kilograms) Men",Summer,3.7
265,Algeria,ALG,Wrestling,"Welterweight, Greco-Roman (≤66 kilograms) Men",Summer,3.7
266,Algeria,ALG,Wrestling,"Welterweight, Greco-Roman (≤74 kilograms) Men",Summer,7.4
267,American Samoa,ASA,Archery,individual FITA Olympic round  70m men,Summer,100.0
268,American Samoa,ASA,Athletics,marathon men,Summer,100.0
269,American Samoa,ASA,Bobsleigh,two-man men,Winter,100.0
270,American Samoa,ASA,Boxing,63.5-67kg welterweight men,Summer,20.0
271,American Samoa,ASA,Boxing,67  71kg lightmiddleweight men,Summer,40.0
272,American Samoa,ASA,Boxing,75 - 81kg (light-heavyweight) men,Summer,20.0
273,American Samoa,ASA,Boxing,75-81kg lightheavyweight men,Summer,20.0
274,American Samoa,ASA,Judo,57 - 63kg (half-middleweight) women,Summer,33.3
275,American Samoa,ASA,Judo,66  73kg lightweight men,Summer,33.3
276,American Samoa,ASA,Judo,90  100kg halfheavyweight men,Summer,33.3
277,American Samoa,ASA,Sailing,470 Men,Summer,50.0
278,American Samoa,ASA,Sailing,twoperson keelboat open Star mixed,Summer,50.0
279,American Samoa,ASA,Skeleton,Men,Winter,100.0
280,American Samoa,ASA,Swimming,100m freestyle women,Summer,25.0
281,American Samoa,ASA,Swimming,50m freestyle men,Summer,50.0
282,American Samoa,ASA,Swimming,50m freestyle women,Summer,25.0
283,American Samoa,ASA,Weightlifting,100  110kg heavyweight men,Summer,12.5
284,American Samoa,ASA,Weightlifting,105kg heavyweight men,Summer,12.5
285,American Samoa,ASA,Weightlifting,105kg superheavyweight men,Summer,12.5
286,American Samoa,ASA,Weightlifting,75  825kg lightheavyweight men,Summer,12.5
287,American Samoa,ASA,Weightlifting,82.5 - 90kg (middle-heavyweight) men,Summer,12.5
288,American Samoa,ASA,Weightlifting,83 - 91kg middle-heavyweight men,Summer,12.5
289,American Samoa,ASA,Weightlifting,94kg men,Summer,12.5
290,American Samoa,ASA,Weightlifting,Men's 109kg,Summer,12.5
291,American Samoa,ASA,Wrestling,Freestyle 96 kg men,Summer,33.3
292,American Samoa,ASA,Wrestling,"Heavyweight, Freestyle (≤100 kilograms) Men",Summer,33.3
293,American Samoa,ASA,Wrestling,"Light-Heavyweight, Freestyle (≤90 kilograms) Men",Summer,33.3
294,Andorra,AND,Alpine Skiing,Ladies’ Slalom,Winter,0.8
295,Andorra,AND,Alpine Skiing,Men's Giant Slalom,Winter,0.8
296,Andorra,AND,Alpine Skiing,Men's Super-G,Winter,0.8
297,Andorra,AND,Alpine Skiing,Men’s Alpine Combined,Winter,1.7
298,Andorra,AND,Alpine Skiing,Men’s Downhill,Winter,1.7
299,Andorra,AND,Alpine Skiing,Men’s Giant Slalom,Winter,0.8
300,Andorra,AND,Alpine Skiing,Men’s Super-G,Winter,1.7
301,Andorra,AND,Alpine Skiing,Women's Alpine Combined,Winter,0.8
302,Andorra,AND,Alpine Skiing,Women's Downhill,Winter,0.8
303,Andorra,AND,Alpine Skiing,Women's Super-G,Winter,0.8
304,Andorra,AND,Alpine Skiing,alpin combined men,Winter,1.7
305,Andorra,AND,Alpine Skiing,alpine combined men,Winter,3.3
306,Andorra,AND,Alpine Skiing,alpine combined women,Winter,1.7
307,Andorra,AND,Alpine Skiing,downhill men,Winter,11.6
308,Andorra,AND,Alpine Skiing,downhill women,Winter,0.8
309,Andorra,AND,Alpine Skiing,giant slalom men,Winter,19.8
310,Andorra,AND,Alpine Skiing,giant slalom women,Winter,8.3
311,Andorra,AND,Alpine Skiing,slalom men,Winter,17.4
312,Andorra,AND,Alpine Skiing,slalom women,Winter,7.4
313,Andorra,AND,Alpine Skiing,super-G men,Winter,12.4
314,Andorra,AND,Alpine Skiing,super-G women,Winter,5.0
315,Andorra,AND,Athletics,marathon men,Summer,100.0
316,Andorra,AND,Biathlon,15km women,Winter,50.0
317,Andorra,AND,Biathlon,7.5km women,Winter,50.0
318,Andorra,AND,Boxing,75-81kg lightheavyweight men,Summer,100.0
319,Andorra,AND,Canoe Slalom,K1 kayak single women,Summer,33.3
320,Andorra,AND,Canoe Slalom,Women's Canoe,Summer,33.3
321,Andorra,AND,Canoe Slalom,Women's Kayak,Summer,33.3
322,Andorra,AND,Cross Country Skiing,15km men,Winter,12.5
323,Andorra,AND,Cross Country Skiing,50km men,Winter,12.5
324,Andorra,AND,Cross Country Skiing,Men's 15km + 15km Skiathlon,Winter,6.2
325,Andorra,AND,Cross Country Skiing,Men's 15km Classic,Winter,6.2
326,Andorra,AND,Cross Country Skiing,Men's 50km Mass Start Free,Winter,6.2
327,Andorra,AND,Cross Country Skiing,Men’s 15km Free,Winter,6.2
328,Andorra,AND,Cross Country Skiing,Men’s 15km+15km Skiathlon,Winter,6.2
329,Andorra,AND,Cross Country Skiing,Men’s 50km Mass Start Classic,Winter,6.2
330,Andorra,AND,Cross Country Skiing,Skiathlon 15km  15km men,Winter,12.5
331,Andorra,AND,Cross Country Skiing,Sprint 15km men,Winter,6.2
332,Andorra,AND,Cross Country Skiing,Women's 10km Classic,Winter,6.2
333,Andorra,AND,Cross Country Skiing,Women's 30km Mass Start Free,Winter,6.2
334,Andorra,AND,Cross Country Skiing,Women's 7.5km + 7.5km Skiathlon,Winter,6.2
335,Andorra,AND,Cycling Road,individual road race men,Summer,100.0
336,Andorra,AND,Judo,- 60 kg men,Summer,20.0
337,Andorra,AND,Judo,57 - 63kg (half-middleweight) women,Summer,20.0
338,Andorra,AND,Judo,60  66kg halflightweight men,Summer,60.0
339,Andorra,AND,Sailing,470 - Two Person Dinghy men,Summer,66.7
340,Andorra,AND,Sailing,board Mistral women,Summer,33.3
341,Andorra,AND,Shooting,10m Air Rifle women,Summer,8.3
342,Andorra,AND,Shooting,trap (125 targets) mixed,Summer,58.3
343,Andorra,AND,Shooting,trap 125 targets men,Summer,33.3
344,Andorra,AND,Snowboard,Men’s Snowboard Cross,Winter,25.0
345,Andorra,AND,Snowboard,Snowboard Cross men,Winter,50.0
346,Andorra,AND,Snowboard,Women's Snowboard Cross,Winter,25.0
347,Andorra,AND,Swimming,100m backstroke women,Summer,10.0
348,Andorra,AND,Swimming,100m freestyle women,Summer,10.0
349,Andorra,AND,Swimming,200m butterfly men,Summer,20.0
350,Andorra,AND,Swimming,200m freestyle men,Summer,10.0
351,Andorra,AND,Swimming,200m individual medley men,Summer,10.0
352,Andorra,AND,Swimming,200m individual medley women,Summer,20.0
353,Andorra,AND,Swimming,400m freestyle men,Summer,10.0
354,Andorra,AND,Swimming,400m individual medley men,Summer,10.0
355,Angola,ANG,Athletics,10000m men,Summer,11.1
356,Angola,ANG,Athletics,100m women,Summer,11.1
357,Angola,ANG,Athletics,1500m women,Summer,11.1
358,Angola,ANG,Athletics,200m men,Summer,11.1
359,Angola,ANG,Athletics,long jump men,Summer,11.1
360,Angola,ANG,Athletics,marathon men,Summer,44.4
361,Angola,ANG,Basketball,basketball men,Summer,83.3
362,Angola,ANG,Basketball,basketball women,Summer,16.7
363,Angola,ANG,Beach Volleyball,Beach volleyball men,Summer,100.0
364,Angola,ANG,Boxing,51-54kg bantamweight men,Summer,25.0
365,Angola,ANG,Boxing,54-57kg featherweight men,Summer,12.5
366,Angola,ANG,Boxing,57-60kg lightweight men,Summer,12.5
367,Angola,ANG,Boxing,63.5-67kg welterweight men,Summer,25.0
368,Angola,ANG,Boxing,67  71kg lightmiddleweight men,Summer,12.5
369,Angola,ANG,Boxing,81-91kg heavyweight men,Summer,12.5
370,Angola,ANG,Canoe Sprint,C-1 200m (canoe single) men,Summer,33.3
371,Angola,ANG,Canoe Sprint,C1 1000m canoe single men,Summer,33.3
372,Angola,ANG,Canoe Sprint,C2 1000m canoe double men,Summer,33.3
373,Angola,ANG,Handball,Women,Summer,14.3
374,Angola,ANG,Handball,handball women,Summer,85.7
375,Angola,ANG,Judo,- 60 kg men,Summer,14.3
376,Angola,ANG,Judo,60 - 65kg (half-lightweight) men,Summer,7.1
377,Angola,ANG,Judo,63  70kg middleweight women,Summer,14.3
378,Angola,ANG,Judo,65 - 71kg (lightweight) men,Summer,14.3
379,Angola,ANG,Judo,71 - 78kg (half-middleweight) men,Summer,14.3
380,Angola,ANG,Judo,78  86kg middleweight men,Summer,7.1
381,Angola,ANG,Judo,86  95kg halfheavyweight men,Summer,14.3
382,Angola,ANG,Judo,95kg heavyweight men,Summer,7.1
