discipline_title,game_season,event_title,game_name,game_year
Equestrian Jumping,Summer,individual mixed,Rome 1960,1960
Equestrian Jumping,Summer,team mixed,Rome 1960,1960
Swimming,Summer,100m freestyle men,Rome 1960,1960
Swimming,Summer,100m backstroke women,Rome 1960,1960
Swimming,Summer,400m freestyle men,Rome 1960,1960
Swimming,Summer,200m breaststroke men,Rome 1960,1960
Swimming,Summer,4x100m medley relay women,Rome 1960,1960
Swimming,Summer,1500m freestyle men,Rome 1960,1960
Swimming,Summer,4x200m freestyle relay men,Rome 1960,1960
Swimming,Summer,100m butterfly women,Rome 1960,1960
Swimming,Summer,100m backstroke men,Rome 1960,1960
Swimming,Summer,4x100m freestyle relay women,Rome 1960,1960
Swimming,Summer,4x100m medley relay men,Rome 1960,1960
Swimming,Summer,200m butterfly men,Rome 1960,1960
Swimming,Summer,200m breaststroke women,Rome 1960,1960
Swimming,Summer,400m freestyle women,Rome 1960,1960
Swimming,Summer,100m freestyle women,Rome 1960,1960
Water Polo,Summer,water polo men,Rome 1960,1960
Boxing,Summer,71-75kg men,Rome 1960,1960
Boxing,Summer,63.5-67kg welterweight men,Rome 1960,1960
Boxing,Summer,67  71kg lightmiddleweight men,Rome 1960,1960
Boxing,Summer,60-63.5kg lightwelterweigh men,Rome 1960,1960
Boxing,Summer,51-54kg bantamweight men,Rome 1960,1960
Boxing,Summer,57-60kg lightweight men,Rome 1960,1960
Boxing,Summer,75-81kg lightheavyweight men,Rome 1960,1960
Boxing,Summer,54-57kg featherweight men,Rome 1960,1960
Boxing,Summer,51kg flyweight men,Rome 1960,1960
Boxing,Summer,81kg heavyweight men,Rome 1960,1960
Sailing,Summer,Finn - One Person Dinghy (Heavyweight) men,Rome 1960,1960
Sailing,Summer,twoperson keelboat open Star mixed,Rome 1960,1960
Sailing,Summer,dragon mixed,Rome 1960,1960
Sailing,Summer,flying dutchman mixed,Rome 1960,1960
Sailing,Summer,5.5m mixed,Rome 1960,1960
Weightlifting,Summer,56kg bantamweight men,Rome 1960,1960
Weightlifting,Summer,90kg heavyweight men,Rome 1960,1960
Weightlifting,Summer,825  90kg total middleheavyweight men,Rome 1960,1960
Weightlifting,Summer,60 - 67.5kg (lightweight) men,Rome 1960,1960
Weightlifting,Summer,75-82.5kg total lightheavyweight men,Rome 1960,1960
Weightlifting,Summer,"67.5 - 75kg, (middleweight) men",Rome 1960,1960
Weightlifting,Summer,56 - 60kg (featherweight) men,Rome 1960,1960
Cross Country Skiing,Winter,10km women,Squaw Valley 1960,1960
Cross Country Skiing,Winter,Relay 4x10km men,Squaw Valley 1960,1960
Cross Country Skiing,Winter,15km men,Squaw Valley 1960,1960
Cross Country Skiing,Winter,50km men,Squaw Valley 1960,1960
Cross Country Skiing,Winter,Relay 3x5km women,Squaw Valley 1960,1960
Cross Country Skiing,Winter,30km mass start men,Squaw Valley 1960,1960
Ice Hockey,Winter,ice hockey men,Squaw Valley 1960,1960
Figure skating,Winter,Individual men,Squaw Valley 1960,1960
Figure skating,Winter,Pairs mixed,Squaw Valley 1960,1960
Figure skating,Winter,Individual women,Squaw Valley 1960,1960
Ski Jumping,Winter,Normal Hill Individual men,Squaw Valley 1960,1960
Alpine Skiing,Winter,downhill men,Squaw Valley 1960,1960
Alpine Skiing,Winter,giant slalom women,Squaw Valley 1960,1960
Alpine Skiing,Winter,downhill women,Squaw Valley 1960,1960
Alpine Skiing,Winter,slalom men,Squaw Valley 1960,1960
Alpine Skiing,Winter,giant slalom men,Squaw Valley 1960,1960
Alpine Skiing,Winter,slalom women,Squaw Valley 1960,1960
Speed skating,Winter,1000m women,Squaw Valley 1960,1960
Speed skating,Winter,5000m men,Squaw Valley 1960,1960
Speed skating,Winter,10000m men,Squaw Valley 1960,1960
Speed skating,Winter,500m women,Squaw Valley 1960,1960
Speed skating,Winter,3000m women,Squaw Valley 1960,1960
Speed skating,Winter,1500m men,Squaw Valley 1960,1960
Speed skating,Winter,500m men,Squaw Valley 1960,1960
Speed skating,Winter,1500m women,Squaw Valley 1960,1960
Biathlon,Winter,20km men,Squaw Valley 1960,1960
Nordic Combined,Winter,Individual men,Squaw Valley 1960,1960
Basketball,Summer,basketball men,Melbourne 1956,1956
Diving,Summer,10m platform women,Melbourne 1956,1956
Diving,Summer,10m platform men,Melbourne 1956,1956
Diving,Summer,3m springboard women,Melbourne 1956,1956
Diving,Summer,3m springboard men,Melbourne 1956,1956
Cycling Road,Summer,team time trial men,Melbourne 1956,1956
Cycling Road,Summer,individual road race men,Melbourne 1956,1956
Boxing,Summer,51-54kg bantamweight men,Melbourne 1956,1956
Boxing,Summer,54-57kg featherweight men,Melbourne 1956,1956
Boxing,Summer,57-60kg lightweight men,Melbourne 1956,1956
Boxing,Summer,51kg flyweight men,Melbourne 1956,1956
Boxing,Summer,60-63.5kg lightwelterweigh men,Melbourne 1956,1956
Boxing,Summer,63.5-67kg welterweight men,Melbourne 1956,1956
Boxing,Summer,81kg heavyweight men,Melbourne 1956,1956
Boxing,Summer,75-81kg lightheavyweight men,Melbourne 1956,1956
Boxing,Summer,67  71kg lightmiddleweight men,Melbourne 1956,1956
Boxing,Summer,71-75kg men,Melbourne 1956,1956
Modern Pentathlon,Summer,Individual competition men,Melbourne 1956,1956
Modern Pentathlon,Summer,team competition men,Melbourne 1956,1956
Canoe Sprint,Summer,C1 1000m canoe single men,Melbourne 1956,1956
Canoe Sprint,Summer,K2 1000m kayak double men,Melbourne 1956,1956
Canoe Sprint,Summer,K1 500m kayak single women,Melbourne 1956,1956
Canoe Sprint,Summer,K1 1000m kayak single men,Melbourne 1956,1956
Canoe Sprint,Summer,C2 1000m canoe double men,Melbourne 1956,1956
Rowing,Summer,four without coxswain 4 men,Melbourne 1956,1956
Rowing,Summer,four-oared shell with coxswain men,Melbourne 1956,1956
Rowing,Summer,eight with coxswain 8 men,Melbourne 1956,1956
Rowing,Summer,pair without coxswain 2 men,Melbourne 1956,1956
Rowing,Summer,pair-oared shell with coxswain men,Melbourne 1956,1956
Rowing,Summer,double sculls 2x men,Melbourne 1956,1956
Rowing,Summer,single sculls 1x men,Melbourne 1956,1956
Sailing,Summer,5.5m mixed,Melbourne 1956,1956
Sailing,Summer,sharpie 12m2 mixed,Melbourne 1956,1956
Sailing,Summer,dragon mixed,Melbourne 1956,1956
Sailing,Summer,Finn - One Person Dinghy (Heavyweight) men,Melbourne 1956,1956
Sailing,Summer,twoperson keelboat open Star mixed,Melbourne 1956,1956
Athletics,Summer,hammer throw men,Melbourne 1956,1956
Athletics,Summer,100m women,Melbourne 1956,1956
Athletics,Summer,400m men,Melbourne 1956,1956
Athletics,Summer,1500m men,Melbourne 1956,1956
Athletics,Summer,80m hurdles women,Melbourne 1956,1956
Athletics,Summer,shot put women,Melbourne 1956,1956
Athletics,Summer,800m men,Melbourne 1956,1956
Athletics,Summer,3000m steeplechase men,Melbourne 1956,1956
Athletics,Summer,400m hurdles men,Melbourne 1956,1956
Athletics,Summer,200m men,Melbourne 1956,1956
Athletics,Summer,long jump men,Melbourne 1956,1956
Athletics,Summer,110m hurdles men,Melbourne 1956,1956
Athletics,Summer,marathon men,Melbourne 1956,1956
Athletics,Summer,decathlon men,Melbourne 1956,1956
Athletics,Summer,4x100m relay men,Melbourne 1956,1956
Athletics,Summer,triple jump men,Melbourne 1956,1956
Athletics,Summer,discus throw women,Melbourne 1956,1956
Athletics,Summer,shot put men,Melbourne 1956,1956
Athletics,Summer,pole vault men,Melbourne 1956,1956
Athletics,Summer,4x400m relay men,Melbourne 1956,1956
Athletics,Summer,high jump men,Melbourne 1956,1956
Athletics,Summer,200m women,Melbourne 1956,1956
Athletics,Summer,10000m men,Melbourne 1956,1956
Athletics,Summer,discus throw men,Melbourne 1956,1956
Athletics,Summer,javelin throw women,Melbourne 1956,1956
Athletics,Summer,4x100m relay women,Melbourne 1956,1956
Athletics,Summer,long jump women,Melbourne 1956,1956
Athletics,Summer,20km walk men,Melbourne 1956,1956
Athletics,Summer,50km walk men,Melbourne 1956,1956
Athletics,Summer,javelin throw men,Melbourne 1956,1956
Athletics,Summer,high jump women,Melbourne 1956,1956
Athletics,Summer,5000m men,Melbourne 1956,1956
Athletics,Summer,100m men,Melbourne 1956,1956
Hockey,Summer,hockey men,Melbourne 1956,1956
Cycling Track,Summer,Sprint individual men,Melbourne 1956,1956
Cycling Track,Summer,1km time trial men,Melbourne 1956,1956
Cycling Track,Summer,2000m tandem men,Melbourne 1956,1956
Cycling Track,Summer,Team Pursuit 4000m men,Melbourne 1956,1956
Wrestling,Summer,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Heavyweight, Greco-Roman (>87 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Middleweight, Freestyle (≤79 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Light-Heavyweight, Greco-Roman (≤87 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Lightweight, Freestyle (≤67 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Welterweight, Greco-Roman (≤73 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Heavyweight, Freestyle (>87 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Featherweight, Greco-Roman (≤62 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Light-Heavyweight, Freestyle (≤87 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Flyweight, Freestyle (≤52 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Featherweight, Freestyle (≤62 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Middleweight, Greco-Roman (≤79 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Flyweight, Greco-Roman (≤52 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Bantamweight, Freestyle (≤57 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Welterweight, Freestyle (≤73 kilograms) Men",Melbourne 1956,1956
Wrestling,Summer,"Lightweight, Greco-Roman (≤67 kilograms) Men",Melbourne 1956,1956
Water Polo,Summer,water polo men,Melbourne 1956,1956
Swimming,Summer,100m butterfly women,Melbourne 1956,1956
Swimming,Summer,100m backstroke men,Melbourne 1956,1956
Swimming,Summer,4x100m freestyle relay women,Melbourne 1956,1956
Swimming,Summer,200m breaststroke women,Melbourne 1956,1956
Swimming,Summer,1500m freestyle men,Melbourne 1956,1956
Swimming,Summer,100m freestyle men,Melbourne 1956,1956
Swimming,Summer,200m breaststroke men,Melbourne 1956,1956
Swimming,Summer,100m backstroke women,Melbourne 1956,1956
Swimming,Summer,4x200m freestyle relay men,Melbourne 1956,1956
Swimming,Summer,100m freestyle women,Melbourne 1956,1956
Swimming,Summer,400m freestyle men,Melbourne 1956,1956
Swimming,Summer,400m freestyle women,Melbourne 1956,1956
Swimming,Summer,200m butterfly men,Melbourne 1956,1956
Weightlifting,Summer,90kg heavyweight men,Melbourne 1956,1956
Weightlifting,Summer,56 - 60kg (featherweight) men,Melbourne 1956,1956
Weightlifting,Summer,75-82.5kg total lightheavyweight men,Melbourne 1956,1956
Weightlifting,Summer,60 - 67.5kg (lightweight) men,Melbourne 1956,1956
Weightlifting,Summer,56kg bantamweight men,Melbourne 1956,1956
Weightlifting,Summer,825  90kg total middleheavyweight men,Melbourne 1956,1956
Weightlifting,Summer,"67.5 - 75kg, (middleweight) men",Melbourne 1956,1956
Shooting,Summer,300m free rifle 3 positions 3 men,Melbourne 1956,1956
Shooting,Summer,25m rapid fire pistol 60 shots men,Melbourne 1956,1956
Shooting,Summer,50m rifle 3 positions 3x40 shots men,Melbourne 1956,1956
Shooting,Summer,50m pistol 60 shots men,Melbourne 1956,1956
Shooting,Summer,trap 125 targets men,Melbourne 1956,1956
Shooting,Summer,50m rifle prone 60 shots men,Melbourne 1956,1956
Shooting,Summer,100m running deer singledouble shots men,Melbourne 1956,1956
Fencing,Summer,sabre individual men,Melbourne 1956,1956
Fencing,Summer,foil team men,Melbourne 1956,1956
Fencing,Summer,foil individual women,Melbourne 1956,1956
Fencing,Summer,pe team men,Melbourne 1956,1956
Fencing,Summer,pe individual men,Melbourne 1956,1956
Fencing,Summer,foil individual men,Melbourne 1956,1956
Fencing,Summer,sabre team men,Melbourne 1956,1956
Canoe Marathon,Summer,K-2 10000m men,Melbourne 1956,1956
Canoe Marathon,Summer,C-2 10000m men,Melbourne 1956,1956
Canoe Marathon,Summer,C-1 10000m men,Melbourne 1956,1956
Canoe Marathon,Summer,K-1 10000m men,Melbourne 1956,1956
Gymnastics Artistic,Summer,parallel bars men,Melbourne 1956,1956
Gymnastics Artistic,Summer,vault men,Melbourne 1956,1956
Gymnastics Artistic,Summer,floor exercises women,Melbourne 1956,1956
Gymnastics Artistic,Summer,pommel horse men,Melbourne 1956,1956
Gymnastics Artistic,Summer,team portable apparatus women,Melbourne 1956,1956
Gymnastics Artistic,Summer,floor exercises men,Melbourne 1956,1956
Gymnastics Artistic,Summer,team competition women,Melbourne 1956,1956
Gymnastics Artistic,Summer,vault women,Melbourne 1956,1956
Gymnastics Artistic,Summer,balance beam women,Melbourne 1956,1956
Gymnastics Artistic,Summer,uneven bars women,Melbourne 1956,1956
Gymnastics Artistic,Summer,rings men,Melbourne 1956,1956
Gymnastics Artistic,Summer,individual all-round men,Melbourne 1956,1956
Gymnastics Artistic,Summer,individual all-round women,Melbourne 1956,1956
Gymnastics Artistic,Summer,horizontal bar men,Melbourne 1956,1956
Gymnastics Artistic,Summer,team competition men,Melbourne 1956,1956
Football,Summer,football men,Melbourne 1956,1956
Cross Country Skiing,Winter,Relay 3x5km women,Cortina d'Ampezzo 1956,1956
Cross Country Skiing,Winter,15km men,Cortina d'Ampezzo 1956,1956
Cross Country Skiing,Winter,10km women,Cortina d'Ampezzo 1956,1956
Cross Country Skiing,Winter,30km mass start men,Cortina d'Ampezzo 1956,1956
Cross Country Skiing,Winter,50km men,Cortina d'Ampezzo 1956,1956
Cross Country Skiing,Winter,Relay 4x10km men,Cortina d'Ampezzo 1956,1956
Figure skating,Winter,special figures women,Cortina d'Ampezzo 1956,1956
Figure skating,Winter,Individual men,Cortina d'Ampezzo 1956,1956
Figure skating,Winter,Pairs mixed,Cortina d'Ampezzo 1956,1956
Nordic Combined,Winter,Individual men,Cortina d'Ampezzo 1956,1956
Ski Jumping,Winter,Normal Hill Individual men,Cortina d'Ampezzo 1956,1956
Ice Hockey,Winter,ice hockey men,Cortina d'Ampezzo 1956,1956
Bobsleigh,Winter,twoman men,Cortina d'Ampezzo 1956,1956
Bobsleigh,Winter,fourman men,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,slalom women,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,giant slalom women,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,downhill women,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,downhill men,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,slalom men,Cortina d'Ampezzo 1956,1956
Alpine Skiing,Winter,giant slalom men,Cortina d'Ampezzo 1956,1956
Speed skating,Winter,5000m men,Cortina d'Ampezzo 1956,1956
Speed skating,Winter,500m men,Cortina d'Ampezzo 1956,1956
Speed skating,Winter,10000m men,Cortina d'Ampezzo 1956,1956
Speed skating,Winter,1500m men,Cortina d'Ampezzo 1956,1956
Cycling Track,Summer,1km time trial men,Helsinki 1952,1952
Cycling Track,Summer,Sprint individual men,Helsinki 1952,1952
Cycling Track,Summer,2000m tandem men,Helsinki 1952,1952
Cycling Track,Summer,Team Pursuit 4000m men,Helsinki 1952,1952
Athletics,Summer,triple jump men,Helsinki 1952,1952
Athletics,Summer,discus throw men,Helsinki 1952,1952
Athletics,Summer,4x100m relay men,Helsinki 1952,1952
Athletics,Summer,200m men,Helsinki 1952,1952
Athletics,Summer,400m men,Helsinki 1952,1952
Athletics,Summer,200m women,Helsinki 1952,1952
Athletics,Summer,high jump women,Helsinki 1952,1952
Athletics,Summer,pole vault men,Helsinki 1952,1952
Athletics,Summer,javelin throw women,Helsinki 1952,1952
Athletics,Summer,javelin throw men,Helsinki 1952,1952
Athletics,Summer,long jump men,Helsinki 1952,1952
Athletics,Summer,800m men,Helsinki 1952,1952
Athletics,Summer,50km walk men,Helsinki 1952,1952
Athletics,Summer,marathon men,Helsinki 1952,1952
Athletics,Summer,long jump women,Helsinki 1952,1952
Athletics,Summer,400m hurdles men,Helsinki 1952,1952
Athletics,Summer,110m hurdles men,Helsinki 1952,1952
Athletics,Summer,5000m men,Helsinki 1952,1952
Athletics,Summer,4x400m relay men,Helsinki 1952,1952
Athletics,Summer,10000m men,Helsinki 1952,1952
Athletics,Summer,3000m steeplechase men,Helsinki 1952,1952
Athletics,Summer,shot put men,Helsinki 1952,1952
Athletics,Summer,shot put women,Helsinki 1952,1952
Athletics,Summer,10000m walk men,Helsinki 1952,1952
Athletics,Summer,decathlon men,Helsinki 1952,1952
Athletics,Summer,discus throw women,Helsinki 1952,1952
Athletics,Summer,100m men,Helsinki 1952,1952
Athletics,Summer,hammer throw men,Helsinki 1952,1952
Athletics,Summer,100m women,Helsinki 1952,1952
Athletics,Summer,80m hurdles women,Helsinki 1952,1952
Athletics,Summer,1500m men,Helsinki 1952,1952
Athletics,Summer,high jump men,Helsinki 1952,1952
Athletics,Summer,4x100m relay women,Helsinki 1952,1952
Wrestling,Summer,"Light-Heavyweight, Freestyle (≤87 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Light-Heavyweight, Greco-Roman (≤87 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Heavyweight, Freestyle (>87 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Featherweight, Freestyle (≤62 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Welterweight, Freestyle (≤73 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Middleweight, Freestyle (≤79 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Lightweight, Greco-Roman (≤67 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Lightweight, Freestyle (≤67 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Featherweight, Greco-Roman (≤62 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Flyweight, Freestyle (≤52 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Middleweight, Greco-Roman (≤79 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Welterweight, Greco-Roman (≤73 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Bantamweight, Freestyle (≤57 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Heavyweight, Greco-Roman (>87 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Bantamweight, Greco-Roman (≤57 kilograms) Men",Helsinki 1952,1952
Wrestling,Summer,"Flyweight, Greco-Roman (≤52 kilograms) Men",Helsinki 1952,1952
Modern Pentathlon,Summer,Individual competition men,Helsinki 1952,1952
Modern Pentathlon,Summer,team competition men,Helsinki 1952,1952
Weightlifting,Summer,-56kg (bantamweight) men,Helsinki 1952,1952
Weightlifting,Summer,825  90kg total middleheavyweight men,Helsinki 1952,1952
Weightlifting,Summer,75-82.5kg total lightheavyweight men,Helsinki 1952,1952
Weightlifting,Summer,"67.5 - 75kg, (middleweight) men",Helsinki 1952,1952
Weightlifting,Summer,60 - 67.5kg (lightweight) men,Helsinki 1952,1952
Weightlifting,Summer,90kg heavyweight men,Helsinki 1952,1952
Weightlifting,Summer,56 - 60kg (featherweight) men,Helsinki 1952,1952
Rowing,Summer,four-oared shell with coxswain men,Helsinki 1952,1952
Rowing,Summer,eight with coxswain 8 men,Helsinki 1952,1952
Rowing,Summer,four without coxswain 4 men,Helsinki 1952,1952
Rowing,Summer,single sculls 1x men,Helsinki 1952,1952
Rowing,Summer,double sculls 2x men,Helsinki 1952,1952
Rowing,Summer,pair without coxswain 2 men,Helsinki 1952,1952
Rowing,Summer,pair-oared shell with coxswain men,Helsinki 1952,1952
Cycling Road,Summer,team time trial men,Helsinki 1952,1952
Cycling Road,Summer,individual road race men,Helsinki 1952,1952
Sailing,Summer,6m mixed,Helsinki 1952,1952
Sailing,Summer,twoperson keelboat open Star mixed,Helsinki 1952,1952
Sailing,Summer,5.5m mixed,Helsinki 1952,1952
Sailing,Summer,Finn - One Person Dinghy (Heavyweight) men,Helsinki 1952,1952
Sailing,Summer,dragon mixed,Helsinki 1952,1952
Diving,Summer,3m springboard women,Helsinki 1952,1952
Diving,Summer,10m platform women,Helsinki 1952,1952
Diving,Summer,10m platform men,Helsinki 1952,1952
Diving,Summer,3m springboard men,Helsinki 1952,1952
Equestrian Jumping,Summer,individual mixed,Helsinki 1952,1952
Equestrian Jumping,Summer,team mixed,Helsinki 1952,1952
Hockey,Summer,hockey men,Helsinki 1952,1952
Boxing,Summer,71-75kg men,Helsinki 1952,1952
Boxing,Summer,67  71kg lightmiddleweight men,Helsinki 1952,1952
Boxing,Summer,60 - 63.5kg (light-welterweight) men,Helsinki 1952,1952
Boxing,Summer,51kg flyweight men,Helsinki 1952,1952
Boxing,Summer,63.5-67kg welterweight men,Helsinki 1952,1952
Boxing,Summer,75-81kg lightheavyweight men,Helsinki 1952,1952
Boxing,Summer,51-54kg bantamweight men,Helsinki 1952,1952
Boxing,Summer,54-57kg featherweight men,Helsinki 1952,1952
Boxing,Summer,57-60kg lightweight men,Helsinki 1952,1952
Boxing,Summer,81kg heavyweight men,Helsinki 1952,1952
Equestrian Eventing,Summer,individual mixed,Helsinki 1952,1952
Equestrian Eventing,Summer,team mixed,Helsinki 1952,1952
Football,Summer,football men,Helsinki 1952,1952
Water Polo,Summer,water polo men,Helsinki 1952,1952
Shooting,Summer,50m rifle prone 60 shots men,Helsinki 1952,1952
Shooting,Summer,50m rifle 3 positions 3x40 shots men,Helsinki 1952,1952
Shooting,Summer,trap 125 targets men,Helsinki 1952,1952
Shooting,Summer,100m running deer singledouble shots men,Helsinki 1952,1952
Shooting,Summer,300m free rifle 3 positions 3 men,Helsinki 1952,1952
Shooting,Summer,50m pistol 60 shots men,Helsinki 1952,1952
Shooting,Summer,25m rapid fire pistol 60 shots men,Helsinki 1952,1952
Canoe Sprint,Summer,C1 1000m canoe single men,Helsinki 1952,1952
Canoe Sprint,Summer,C2 1000m canoe double men,Helsinki 1952,1952
Canoe Sprint,Summer,K1 1000m kayak single men,Helsinki 1952,1952
Canoe Sprint,Summer,K1 500m kayak single women,Helsinki 1952,1952
Canoe Sprint,Summer,K2 1000m kayak double men,Helsinki 1952,1952
Swimming,Summer,400m freestyle women,Helsinki 1952,1952
Swimming,Summer,100m freestyle women,Helsinki 1952,1952
Swimming,Summer,200m breaststroke men,Helsinki 1952,1952
Swimming,Summer,400m freestyle men,Helsinki 1952,1952
Swimming,Summer,100m backstroke women,Helsinki 1952,1952
Swimming,Summer,100m backstroke men,Helsinki 1952,1952
Swimming,Summer,4x200m freestyle relay men,Helsinki 1952,1952
Swimming,Summer,4x100m freestyle relay women,Helsinki 1952,1952
Swimming,Summer,100m freestyle men,Helsinki 1952,1952
Swimming,Summer,200m breaststroke women,Helsinki 1952,1952
Swimming,Summer,1500m freestyle men,Helsinki 1952,1952
Basketball,Summer,basketball men,Helsinki 1952,1952
Equestrian Dressage,Summer,team mixed,Helsinki 1952,1952
Equestrian Dressage,Summer,individual mixed,Helsinki 1952,1952
Fencing,Summer,foil team men,Helsinki 1952,1952
Fencing,Summer,épée individual men,Helsinki 1952,1952
Fencing,Summer,épée team men,Helsinki 1952,1952
Fencing,Summer,foil individual women,Helsinki 1952,1952
Fencing,Summer,sabre individual men,Helsinki 1952,1952
Fencing,Summer,sabre team men,Helsinki 1952,1952
Fencing,Summer,foil individual men,Helsinki 1952,1952
Gymnastics Artistic,Summer,team competition men,Helsinki 1952,1952
Gymnastics Artistic,Summer,floor exercises women,Helsinki 1952,1952
Gymnastics Artistic,Summer,pommel horse men,Helsinki 1952,1952
Gymnastics Artistic,Summer,team portable apparatus women,Helsinki 1952,1952
Gymnastics Artistic,Summer,floor exercises men,Helsinki 1952,1952
Gymnastics Artistic,Summer,rings men,Helsinki 1952,1952
Gymnastics Artistic,Summer,individual all-round women,Helsinki 1952,1952
Gymnastics Artistic,Summer,balance beam women,Helsinki 1952,1952
Gymnastics Artistic,Summer,horizontal bar men,Helsinki 1952,1952
Gymnastics Artistic,Summer,vault men,Helsinki 1952,1952
Gymnastics Artistic,Summer,vault women,Helsinki 1952,1952
Gymnastics Artistic,Summer,individual all-round men,Helsinki 1952,1952
Gymnastics Artistic,Summer,team competition women,Helsinki 1952,1952
Gymnastics Artistic,Summer,uneven bars women,Helsinki 1952,1952
Gymnastics Artistic,Summer,parallel bars men,Helsinki 1952,1952
Ski Jumping,Winter,Normal Hill Individual men,Oslo 1952,1952
Bobsleigh,Winter,four-man men,Oslo 1952,1952
Bobsleigh,Winter,two-man men,Oslo 1952,1952
Speed skating,Winter,500m men,Oslo 1952,1952
Speed skating,Winter,1500m men,Oslo 1952,1952
Speed skating,Winter,10000m men,Oslo 1952,1952
Speed skating,Winter,5000m men,Oslo 1952,1952
Nordic Combined,Winter,Individual men,Oslo 1952,1952
Ice Hockey,Winter,ice hockey men,Oslo 1952,1952
Alpine Skiing,Winter,giant slalom women,Oslo 1952,1952
Alpine Skiing,Winter,slalom men,Oslo 1952,1952
Alpine Skiing,Winter,giant slalom men,Oslo 1952,1952
Alpine Skiing,Winter,downhill men,Oslo 1952,1952
Alpine Skiing,Winter,slalom women,Oslo 1952,1952
Alpine Skiing,Winter,downhill women,Oslo 1952,1952
Cross Country Skiing,Winter,50km men,Oslo 1952,1952
Cross Country Skiing,Winter,Relay 4x10km men,Oslo 1952,1952
Cross Country Skiing,Winter,18km men,Oslo 1952,1952
Cross Country Skiing,Winter,10km women,Oslo 1952,1952
Figure skating,Winter,Pairs mixed,Oslo 1952,1952
Figure skating,Winter,Individual women,Oslo 1952,1952
Figure skating,Winter,Individual men,Oslo 1952,1952
Sailing,Summer,dragon mixed,London 1948,1948
Sailing,Summer,firefly class mixed,London 1948,1948
Sailing,Summer,swallow golondrina mixed,London 1948,1948
Sailing,Summer,twoperson keelboat open Star mixed,London 1948,1948
Sailing,Summer,6m mixed,London 1948,1948
Cycling Track,Summer,2000m tandem men,London 1948,1948
Cycling Track,Summer,Sprint individual men,London 1948,1948
Cycling Track,Summer,Team Pursuit 4000m men,London 1948,1948
Cycling Track,Summer,1km time trial men,London 1948,1948
Shooting,Summer,50m rifle prone 60 shots men,London 1948,1948
Shooting,Summer,25m rapid fire pistol 60 shots men,London 1948,1948
Shooting,Summer,50m pistol 60 shots men,London 1948,1948
Shooting,Summer,300m free rifle 3 positions standing men,London 1948,1948
Diving,Summer,10m platform men,London 1948,1948
Diving,Summer,10m platform women,London 1948,1948
Diving,Summer,3m springboard men,London 1948,1948
Diving,Summer,3m springboard women,London 1948,1948
Rowing,Summer,four-oared shell with coxswain men,London 1948,1948
Rowing,Summer,double sculls 2x men,London 1948,1948
Rowing,Summer,single sculls 1x men,London 1948,1948
Rowing,Summer,four without coxswain 4 men,London 1948,1948
Rowing,Summer,pair-oared shell with coxswain men,London 1948,1948
Rowing,Summer,pair without coxswain 2 men,London 1948,1948
Rowing,Summer,eight with coxswain 8 men,London 1948,1948
Football,Summer,football men,London 1948,1948
Canoe Sprint,Summer,K1 500m kayak single women,London 1948,1948
Canoe Sprint,Summer,K1 1000m kayak single men,London 1948,1948
Canoe Sprint,Summer,C2 1000m canoe double men,London 1948,1948
Canoe Sprint,Summer,K2 1000m kayak double men,London 1948,1948
Canoe Sprint,Summer,C1 1000m canoe single men,London 1948,1948
Boxing,Summer,62  67kg welterweight men,London 1948,1948
