,country_name,country_3_letter_code,discipline_title,game_season,percentage
161,Australasia,ANZ,Athletics,Summer,42.0
162,Australasia,ANZ,Boxing,Summer,4.0
163,Australasia,ANZ,Rowing,Summer,2.0
164,Australasia,ANZ,Rugby,Summer,2.0
165,Australasia,ANZ,Shooting,Summer,6.0
166,Australasia,ANZ,Swimming,Summer,42.0
167,Australasia,ANZ,Tennis,Summer,2.0
168,Australia,AUS,Alpine Skiing,Winter,25.7
169,Australia,AUS,Archery,Summer,1.8
170,Australia,AUS,Artistic Gymnastics,Summer,0.0
171,Australia,AUS,Artistic Swimming,Summer,0.1
172,Australia,AUS,Athletics,Summer,14.4
173,Australia,AUS,Badminton,Summer,1.1
174,Australia,AUS,Baseball,Summer,0.1
175,Australia,AUS,Baseball/Softball,Summer,0.0
176,Australia,AUS,Basketball,Summer,0.7
177,Australia,AUS,Beach Volleyball,Summer,0.6
178,Australia,AUS,Biathlon,Winter,3.6
179,Australia,AUS,Bobsleigh,Winter,3.3
180,Australia,AUS,Boxing,Summer,3.8
181,Australia,AUS,Canoe Marathon,Summer,0.1
182,Australia,AUS,Canoe Slalom,Summer,0.9
183,Australia,AUS,Canoe Sprint,Summer,2.3
184,Australia,AUS,Cross Country Skiing,Winter,15.9
185,Australia,AUS,Curling,Winter,0.2
186,Australia,AUS,Cycling BMX,Summer,0.3
187,Australia,AUS,Cycling BMX Freestyle,Summer,0.1
188,Australia,AUS,Cycling BMX Racing,Summer,0.1
189,Australia,AUS,Cycling Mountain Bike,Summer,0.5
190,Australia,AUS,Cycling Road,Summer,4.1
191,Australia,AUS,Cycling Track,Summer,4.1
192,Australia,AUS,Diving,Summer,3.3
193,Australia,AUS,Equestrian,Summer,0.4
194,Australia,AUS,Equestrian Dressage,Summer,0.7
195,Australia,AUS,Equestrian Eventing,Summer,2.0
196,Australia,AUS,Equestrian Jumping,Summer,1.3
197,Australia,AUS,Fencing,Summer,0.9
198,Australia,AUS,Figure skating,Winter,5.2
199,Australia,AUS,Football,Summer,0.3
200,Australia,AUS,Freestyle Skiing,Winter,15.1
201,Australia,AUS,Golf,Summer,0.2
202,Australia,AUS,Gymnastics Artistic,Summer,3.1
203,Australia,AUS,Gymnastics Rhythmic,Summer,0.1
204,Australia,AUS,Handball,Summer,0.1
205,Australia,AUS,Hockey,Summer,0.7
206,Australia,AUS,Ice Hockey,Winter,0.2
207,Australia,AUS,Judo,Summer,2.2
208,Australia,AUS,Karate,Summer,0.0
209,Australia,AUS,Luge,Winter,1.1
210,Australia,AUS,Marathon Swimming,Summer,0.2
211,Australia,AUS,Modern Pentathlon,Summer,1.2
212,Australia,AUS,Nordic Combined,Winter,0.2
213,Australia,AUS,Rowing,Summer,3.6
214,Australia,AUS,Rugby,Summer,0.1
215,Australia,AUS,Rugby Sevens,Summer,0.1
216,Australia,AUS,Sailing,Summer,3.7
217,Australia,AUS,Shooting,Summer,7.7
218,Australia,AUS,Short Track,Winter,0.7
219,Australia,AUS,Short Track Speed Skating,Winter,6.7
220,Australia,AUS,Skateboarding,Summer,0.1
221,Australia,AUS,Skeleton,Winter,2.0
222,Australia,AUS,Snowboard,Winter,9.6
223,Australia,AUS,Softball,Summer,0.1
224,Australia,AUS,Speed skating,Winter,10.7
225,Australia,AUS,Sport Climbing,Summer,0.1
226,Australia,AUS,Surfing,Summer,0.1
227,Australia,AUS,Swimming,Summer,20.2
228,Australia,AUS,Synchronized Swimming,Summer,0.5
229,Australia,AUS,Table Tennis,Summer,1.6
230,Australia,AUS,Taekwondo,Summer,0.7
231,Australia,AUS,Tennis,Summer,2.4
232,Australia,AUS,Trampoline,Summer,0.0
233,Australia,AUS,Trampoline Gymnastics,Summer,0.0
234,Australia,AUS,Triathlon,Summer,1.0
235,Australia,AUS,Volleyball,Summer,0.1
236,Australia,AUS,Water Polo,Summer,0.7
237,Australia,AUS,Weightlifting,Summer,2.4
238,Australia,AUS,Wrestling,Summer,2.9
239,Austria,AUT,Alpine Skiing,Winter,32.7
240,Austria,AUT,Archery,Summer,0.2
241,Austria,AUT,Artistic Swimming,Summer,0.1
242,Austria,AUT,Athletics,Summer,11.7
243,Austria,AUT,Badminton,Summer,0.5
244,Austria,AUT,Beach Volleyball,Summer,0.6
245,Austria,AUT,Biathlon,Winter,9.1
246,Austria,AUT,Bobsleigh,Winter,3.9
247,Austria,AUT,Boxing,Summer,2.9
248,Austria,AUT,Canoe Marathon,Summer,0.3
249,Austria,AUT,Canoe Slalom,Summer,1.4
250,Austria,AUT,Canoe Sprint,Summer,2.1
251,Austria,AUT,Cross Country Skiing,Winter,11.5
252,Austria,AUT,Cycling Mountain Bike,Summer,0.6
253,Austria,AUT,Cycling Road,Summer,5.5
254,Austria,AUT,Cycling Track,Summer,1.7
255,Austria,AUT,Diving,Summer,3.3
256,Austria,AUT,Equestrian,Summer,0.3
257,Austria,AUT,Equestrian Dressage,Summer,1.7
258,Austria,AUT,Equestrian Eventing,Summer,0.9
259,Austria,AUT,Equestrian Jumping,Summer,1.4
260,Austria,AUT,Fencing,Summer,4.0
261,Austria,AUT,Figure skating,Winter,4.1
262,Austria,AUT,Football,Summer,0.2
263,Austria,AUT,Freestyle Skiing,Winter,2.9
264,Austria,AUT,Golf,Summer,0.3
265,Austria,AUT,Gymnastics Artistic,Summer,13.6
266,Austria,AUT,Gymnastics Rhythmic,Summer,0.1
267,Austria,AUT,Handball,Summer,0.2
268,Austria,AUT,Hockey,Summer,0.2
269,Austria,AUT,Ice Hockey,Winter,0.7
270,Austria,AUT,Judo,Summer,3.3
271,Austria,AUT,Karate,Summer,0.1
272,Austria,AUT,Luge,Winter,6.3
273,Austria,AUT,Modern Pentathlon,Summer,1.6
274,Austria,AUT,Nordic Combined,Winter,5.3
275,Austria,AUT,Rowing,Summer,2.5
276,Austria,AUT,Sailing,Summer,4.2
277,Austria,AUT,Shooting,Summer,9.4
278,Austria,AUT,Short Track Speed Skating,Winter,0.3
279,Austria,AUT,Skateboarding,Summer,0.1
280,Austria,AUT,Skeleton,Winter,0.8
281,Austria,AUT,Ski Jumping,Winter,8.6
282,Austria,AUT,Snowboard,Winter,5.3
283,Austria,AUT,Speed skating,Winter,8.6
284,Austria,AUT,Sport Climbing,Summer,0.1
285,Austria,AUT,Swimming,Summer,9.3
286,Austria,AUT,Synchronized Swimming,Summer,0.5
287,Austria,AUT,Table Tennis,Summer,2.4
288,Austria,AUT,Taekwondo,Summer,0.2
289,Austria,AUT,Tennis,Summer,1.9
290,Austria,AUT,Triathlon,Summer,1.0
291,Austria,AUT,Water Polo,Summer,0.2
292,Austria,AUT,Weightlifting,Summer,4.8
293,Austria,AUT,Wrestling,Summer,4.5
294,Azerbaijan,AZE,Alpine Skiing,Winter,50.0
295,Azerbaijan,AZE,Archery,Summer,0.4
296,Azerbaijan,AZE,Athletics,Summer,1.6
297,Azerbaijan,AZE,Badminton,Summer,0.4
298,Azerbaijan,AZE,Boxing,Summer,16.6
299,Azerbaijan,AZE,Canoe Slalom,Summer,0.4
300,Azerbaijan,AZE,Canoe Sprint,Summer,2.0
301,Azerbaijan,AZE,Cycling Road,Summer,2.0
302,Azerbaijan,AZE,Cycling Track,Summer,0.8
303,Azerbaijan,AZE,Diving,Summer,0.8
304,Azerbaijan,AZE,Equestrian Jumping,Summer,0.8
305,Azerbaijan,AZE,Fencing,Summer,2.0
306,Azerbaijan,AZE,Figure skating,Winter,50.0
307,Azerbaijan,AZE,Gymnastics Artistic,Summer,0.4
308,Azerbaijan,AZE,Gymnastics Rhythmic,Summer,1.6
309,Azerbaijan,AZE,Judo,Summer,14.2
310,Azerbaijan,AZE,Karate,Summer,1.2
311,Azerbaijan,AZE,Rowing,Summer,1.2
312,Azerbaijan,AZE,Shooting,Summer,6.7
313,Azerbaijan,AZE,Swimming,Summer,4.3
314,Azerbaijan,AZE,Taekwondo,Summer,4.3
315,Azerbaijan,AZE,Triathlon,Summer,0.8
316,Azerbaijan,AZE,Weightlifting,Summer,8.3
317,Azerbaijan,AZE,Wrestling,Summer,29.2
318,Bahamas,BAH,Athletics,Summer,39.0
319,Bahamas,BAH,Boxing,Summer,5.0
320,Bahamas,BAH,Cycling Track,Summer,0.7
321,Bahamas,BAH,Rowing,Summer,0.7
322,Bahamas,BAH,Sailing,Summer,18.4
323,Bahamas,BAH,Swimming,Summer,29.1
324,Bahamas,BAH,Tennis,Summer,5.7
325,Bahamas,BAH,Wrestling,Summer,1.4
326,Bahrain,BRN,Athletics,Summer,50.0
327,Bahrain,BRN,Boxing,Summer,1.1
328,Bahrain,BRN,Cycling Road,Summer,4.5
329,Bahrain,BRN,Fencing,Summer,4.5
330,Bahrain,BRN,Handball,Summer,1.1
331,Bahrain,BRN,Modern Pentathlon,Summer,9.1
332,Bahrain,BRN,Sailing,Summer,3.4
333,Bahrain,BRN,Shooting,Summer,11.4
334,Bahrain,BRN,Swimming,Summer,13.6
335,Bahrain,BRN,Wrestling,Summer,1.1
336,Bangladesh,BAN,Archery,Summer,17.2
337,Bangladesh,BAN,Golf,Summer,3.4
338,Bangladesh,BAN,Shooting,Summer,31.0
339,Bangladesh,BAN,Swimming,Summer,48.3
340,Barbados,BAR,Athletics,Summer,10.4
341,Barbados,BAR,Boxing,Summer,9.4
342,Barbados,BAR,Cycling Road,Summer,7.3
343,Barbados,BAR,Cycling Track,Summer,8.3
344,Barbados,BAR,Judo,Summer,3.1
345,Barbados,BAR,Sailing,Summer,11.5
346,Barbados,BAR,Shooting,Summer,8.3
347,Barbados,BAR,Swimming,Summer,36.5
348,Barbados,BAR,Synchronized Swimming,Summer,1.0
349,Barbados,BAR,Tennis,Summer,1.0
350,Barbados,BAR,Triathlon,Summer,1.0
351,Barbados,BAR,Weightlifting,Summer,2.1
352,Belarus,BLR,Alpine Skiing,Winter,4.3
353,Belarus,BLR,Archery,Summer,1.8
354,Belarus,BLR,Artistic Swimming,Summer,0.1
355,Belarus,BLR,Athletics,Summer,18.9
356,Belarus,BLR,Badminton,Summer,0.6
357,Belarus,BLR,Basketball,Summer,0.3
358,Belarus,BLR,Biathlon,Winter,37.8
359,Belarus,BLR,Boxing,Summer,3.3
360,Belarus,BLR,Canoe Slalom,Summer,0.1
361,Belarus,BLR,Canoe Sprint,Summer,4.3
362,Belarus,BLR,Cross Country Skiing,Winter,34.6
363,Belarus,BLR,Cycling Road,Summer,3.4
364,Belarus,BLR,Cycling Track,Summer,1.8
365,Belarus,BLR,Diving,Summer,2.1
366,Belarus,BLR,Equestrian,Summer,0.3
367,Belarus,BLR,Equestrian Dressage,Summer,0.3
368,Belarus,BLR,Equestrian Eventing,Summer,0.5
369,Belarus,BLR,Fencing,Summer,2.1
370,Belarus,BLR,Figure skating,Winter,1.7
371,Belarus,BLR,Football,Summer,0.1
372,Belarus,BLR,Freestyle Skiing,Winter,8.6
373,Belarus,BLR,Gymnastics Artistic,Summer,3.6
374,Belarus,BLR,Gymnastics Rhythmic,Summer,2.1
375,Belarus,BLR,Ice Hockey,Winter,0.6
376,Belarus,BLR,Judo,Summer,2.3
377,Belarus,BLR,Modern Pentathlon,Summer,2.1
378,Belarus,BLR,Nordic Combined,Winter,0.9
379,Belarus,BLR,Rhythmic Gymnastics,Summer,0.4
380,Belarus,BLR,Rowing,Summer,3.1
381,Belarus,BLR,Sailing,Summer,2.1
382,Belarus,BLR,Shooting,Summer,11.8
383,Belarus,BLR,Short Track,Winter,0.2
384,Belarus,BLR,Short Track Speed Skating,Winter,1.3
385,Belarus,BLR,Ski Jumping,Winter,1.7
386,Belarus,BLR,Speed skating,Winter,8.4
387,Belarus,BLR,Swimming,Summer,9.3
388,Belarus,BLR,Synchronized Swimming,Summer,0.5
389,Belarus,BLR,Table Tennis,Summer,2.8
390,Belarus,BLR,Tennis,Summer,3.1
391,Belarus,BLR,Trampoline,Summer,1.0
392,Belarus,BLR,Trampoline Gymnastics,Summer,0.3
393,Belarus,BLR,Weightlifting,Summer,6.1
394,Belarus,BLR,Wrestling,Summer,9.4
395,Belgium,BEL,3x3 Basketball,Summer,0.1
396,Belgium,BEL,Alpine Skiing,Winter,23.8
397,Belgium,BEL,Archery,Summer,3.0
398,Belgium,BEL,Artistic Gymnastics,Summer,0.2
399,Belgium,BEL,Athletics,Summer,14.8
400,Belgium,BEL,Badminton,Summer,0.4
401,Belgium,BEL,Basketball,Summer,0.2
402,Belgium,BEL,Beach Volleyball,Summer,0.1
403,Belgium,BEL,Biathlon,Winter,6.7
404,Belgium,BEL,Bobsleigh,Winter,9.5
405,Belgium,BEL,Boxing,Summer,4.2
406,Belgium,BEL,Canoe Marathon,Summer,0.2
407,Belgium,BEL,Canoe Slalom,Summer,0.2
408,Belgium,BEL,Canoe Sprint,Summer,1.3
409,Belgium,BEL,Cross Country Skiing,Winter,2.0
410,Belgium,BEL,Cycling BMX,Summer,0.1
411,Belgium,BEL,Cycling BMX Racing,Summer,0.1
412,Belgium,BEL,Cycling Mountain Bike,Summer,0.8
413,Belgium,BEL,Cycling Road,Summer,8.5
414,Belgium,BEL,Cycling Track,Summer,4.6
415,Belgium,BEL,Diving,Summer,0.1
416,Belgium,BEL,Equestrian,Summer,0.6
417,Belgium,BEL,Equestrian  Vaulting,Summer,0.4
418,Belgium,BEL,Equestrian Dressage,Summer,0.8
419,Belgium,BEL,Equestrian Eventing,Summer,2.6
420,Belgium,BEL,Equestrian Jumping,Summer,4.0
421,Belgium,BEL,Fencing,Summer,5.3
422,Belgium,BEL,Figure skating,Summer,0.1
423,Belgium,BEL,Figure skating,Winter,8.3
424,Belgium,BEL,Football,Summer,0.2
425,Belgium,BEL,Freestyle Skiing,Winter,0.4
426,Belgium,BEL,Golf,Summer,0.4
427,Belgium,BEL,Gymnastics Artistic,Summer,2.9
428,Belgium,BEL,Hockey,Summer,1.0
429,Belgium,BEL,Ice Hockey,Summer,0.1
430,Belgium,BEL,Ice Hockey,Winter,1.2
431,Belgium,BEL,Judo,Summer,3.5
432,Belgium,BEL,Marathon Swimming,Summer,0.1
433,Belgium,BEL,Modern Pentathlon,Summer,0.9
434,Belgium,BEL,Polo,Summer,0.1
435,Belgium,BEL,Rowing,Summer,2.0
436,Belgium,BEL,Sailing,Summer,3.2
437,Belgium,BEL,Shooting,Summer,9.2
438,Belgium,BEL,Short Track,Winter,0.8
439,Belgium,BEL,Short Track Speed Skating,Winter,12.3
440,Belgium,BEL,Skateboarding,Summer,0.1
441,Belgium,BEL,Skeleton,Winter,1.6
442,Belgium,BEL,Snowboard,Winter,3.6
443,Belgium,BEL,Speed skating,Winter,29.8
444,Belgium,BEL,Swimming,Summer,8.3
445,Belgium,BEL,Synchronized Swimming,Summer,0.2
446,Belgium,BEL,Table Tennis,Summer,0.7
447,Belgium,BEL,Taekwondo,Summer,0.3
448,Belgium,BEL,Tennis,Summer,3.6
449,Belgium,BEL,Triathlon,Summer,1.0
450,Belgium,BEL,Tug of War,Summer,0.1
451,Belgium,BEL,Volleyball,Summer,0.1
452,Belgium,BEL,Water Polo,Summer,0.7
453,Belgium,BEL,Weightlifting,Summer,2.8
454,Belgium,BEL,Wrestling,Summer,6.1
455,Belize,BIZ,Athletics,Summer,12.1
456,Belize,BIZ,Boxing,Summer,3.0
457,Belize,BIZ,Canoe Sprint,Summer,6.1
458,Belize,BIZ,Cycling Road,Summer,45.5
459,Belize,BIZ,Cycling Track,Summer,3.0
460,Belize,BIZ,Judo,Summer,6.1
461,Belize,BIZ,Shooting,Summer,18.2
462,Belize,BIZ,Taekwondo,Summer,3.0
463,Belize,BIZ,Weightlifting,Summer,3.0
464,Benin,BEN,Athletics,Summer,8.8
465,Benin,BEN,Boxing,Summer,38.2
466,Benin,BEN,Cycling Road,Summer,5.9
467,Benin,BEN,Fencing,Summer,2.9
468,Benin,BEN,Judo,Summer,11.8
469,Benin,BEN,Rowing,Summer,2.9
470,Benin,BEN,Swimming,Summer,20.6
471,Benin,BEN,Taekwondo,Summer,5.9
472,Benin,BEN,Tennis,Summer,2.9
473,Bermuda,BER,Athletics,Summer,6.2
474,Bermuda,BER,Boxing,Summer,4.1
475,Bermuda,BER,Cross Country Skiing,Winter,37.5
476,Bermuda,BER,Cycling Road,Summer,4.1
477,Bermuda,BER,Diving,Summer,4.1
478,Bermuda,BER,Equestrian Dressage,Summer,2.1
479,Bermuda,BER,Equestrian Eventing,Summer,7.2
480,Bermuda,BER,Equestrian Jumping,Summer,2.1
481,Bermuda,BER,Luge,Winter,50.0
482,Bermuda,BER,Rowing,Summer,2.1
483,Bermuda,BER,Sailing,Summer,33.0
484,Bermuda,BER,Skeleton,Winter,12.5
485,Bermuda,BER,Swimming,Summer,27.8
486,Bermuda,BER,Tennis,Summer,1.0
487,Bermuda,BER,Triathlon,Summer,6.2
488,Bhutan,BHU,Archery,Summer,87.9
489,Bhutan,BHU,Judo,Summer,3.0
490,Bhutan,BHU,Shooting,Summer,9.1
491,Bohemia,BOH,Athletics,Summer,43.6
492,Bohemia,BOH,Cycling Road,Summer,7.7
493,Bohemia,BOH,Cycling Track,Summer,1.3
494,Bohemia,BOH,Fencing,Summer,7.7
495,Bohemia,BOH,Football,Summer,1.3
496,Bohemia,BOH,Gymnastics Artistic,Summer,5.1
497,Bohemia,BOH,Rowing,Summer,1.3
498,Bohemia,BOH,Swimming,Summer,3.8
499,Bohemia,BOH,Tennis,Summer,23.1
500,Bohemia,BOH,Wrestling,Summer,5.1
501,Bolivia,BOL,Alpine Skiing,Winter,95.0
502,Bolivia,BOL,Athletics,Summer,29.3
503,Bolivia,BOL,Boxing,Summer,1.0
504,Bolivia,BOL,Cross Country Skiing,Winter,5.0
505,Bolivia,BOL,Cycling Road,Summer,3.0
506,Bolivia,BOL,Cycling Track,Summer,4.0
507,Bolivia,BOL,Diving,Summer,2.0
508,Bolivia,BOL,Equestrian Jumping,Summer,3.0
509,Bolivia,BOL,Fencing,Summer,4.0
510,Bolivia,BOL,Judo,Summer,5.1
511,Bolivia,BOL,Shooting,Summer,20.2
512,Bolivia,BOL,Swimming,Summer,22.2
513,Bolivia,BOL,Tennis,Summer,2.0
514,Bolivia,BOL,Weightlifting,Summer,3.0
515,Bolivia,BOL,Wrestling,Summer,1.0
516,Bosnia and Herzegovina,BIH,Alpine Skiing,Winter,57.9
517,Bosnia and Herzegovina,BIH,Athletics,Summer,16.1
518,Bosnia and Herzegovina,BIH,Biathlon,Winter,10.5
519,Bosnia and Herzegovina,BIH,Bobsleigh,Winter,5.3
520,Bosnia and Herzegovina,BIH,Canoe Slalom,Summer,3.2
521,Bosnia and Herzegovina,BIH,Cross Country Skiing,Winter,21.1
522,Bosnia and Herzegovina,BIH,Judo,Summer,9.7
523,Bosnia and Herzegovina,BIH,Luge,Winter,5.3
524,Bosnia and Herzegovina,BIH,Shooting,Summer,32.3
525,Bosnia and Herzegovina,BIH,Swimming,Summer,24.2
526,Bosnia and Herzegovina,BIH,Table Tennis,Summer,3.2
527,Bosnia and Herzegovina,BIH,Taekwondo,Summer,3.2
528,Bosnia and Herzegovina,BIH,Tennis,Summer,4.8
529,Bosnia and Herzegovina,BIH,Weightlifting,Summer,1.6
530,Bosnia and Herzegovina,BIH,Wrestling,Summer,1.6
531,Botswana,BOT,Athletics,Summer,55.0
532,Botswana,BOT,Boxing,Summer,30.0
533,Botswana,BOT,Judo,Summer,2.5
534,Botswana,BOT,Sailing,Summer,2.5
535,Botswana,BOT,Swimming,Summer,10.0
536,Brazil,BRA,Alpine Skiing,Winter,49.4
537,Brazil,BRA,Archery,Summer,1.2
