,country_name,country_3_letter_code,discipline_title,game_season,percentage
1175,Denmark,DEN,Wrestling,Summer,4.7
1176,Djibouti,DJI,Athletics,Summer,52.0
1177,Djibouti,DJI,Judo,Summer,20.0
1178,Djibouti,DJI,Sailing,Summer,16.0
1179,Djibouti,DJI,Swimming,Summer,8.0
1180,Djibouti,DJI,Table Tennis,Summer,4.0
1181,Dominica,DMA,Athletics,Summer,25.0
1182,Dominica,DMA,Cross Country Skiing,Winter,100.0
1183,Dominica,DMA,Swimming,Summer,75.0
1184,Dominican Republic,DOM,Archery,Summer,0.6
1185,Dominican Republic,DOM,Athletics,Summer,5.1
1186,Dominican Republic,DOM,Baseball,Summer,0.6
1187,Dominican Republic,DOM,Baseball/Softball,Summer,0.6
1188,Dominican Republic,DOM,Boxing,Summer,33.1
1189,Dominican Republic,DOM,Cycling Road,Summer,0.6
1190,Dominican Republic,DOM,Diving,Summer,1.7
1191,Dominican Republic,DOM,Equestrian,Summer,1.1
1192,Dominican Republic,DOM,Equestrian Dressage,Summer,0.6
1193,Dominican Republic,DOM,Gymnastics Artistic,Summer,0.6
1194,Dominican Republic,DOM,Judo,Summer,10.1
1195,Dominican Republic,DOM,Rowing,Summer,0.6
1196,Dominican Republic,DOM,Sailing,Summer,1.1
1197,Dominican Republic,DOM,Shooting,Summer,5.6
1198,Dominican Republic,DOM,Swimming,Summer,3.4
1199,Dominican Republic,DOM,Synchronized Swimming,Summer,1.7
1200,Dominican Republic,DOM,Table Tennis,Summer,6.7
1201,Dominican Republic,DOM,Taekwondo,Summer,5.1
1202,Dominican Republic,DOM,Tennis,Summer,1.1
1203,Dominican Republic,DOM,Volleyball,Summer,1.7
1204,Dominican Republic,DOM,Weightlifting,Summer,14.6
1205,Dominican Republic,DOM,Wrestling,Summer,3.9
1206,Ecuador,ECU,Alpine Skiing,Winter,50.0
1207,Ecuador,ECU,Archery,Summer,0.4
1208,Ecuador,ECU,Athletics,Summer,29.3
1209,Ecuador,ECU,Boxing,Summer,11.2
1210,Ecuador,ECU,Canoe Sprint,Summer,0.8
1211,Ecuador,ECU,Cross Country Skiing,Winter,50.0
1212,Ecuador,ECU,Cycling BMX,Summer,0.8
1213,Ecuador,ECU,Cycling BMX Racing,Summer,0.8
1214,Ecuador,ECU,Cycling Road,Summer,5.2
1215,Ecuador,ECU,Cycling Track,Summer,2.0
1216,Ecuador,ECU,Equestrian,Summer,0.4
1217,Ecuador,ECU,Equestrian Dressage,Summer,0.4
1218,Ecuador,ECU,Equestrian Eventing,Summer,0.8
1219,Ecuador,ECU,Golf,Summer,0.4
1220,Ecuador,ECU,Gymnastics Artistic,Summer,1.2
1221,Ecuador,ECU,Judo,Summer,6.4
1222,Ecuador,ECU,Marathon Swimming,Summer,2.0
1223,Ecuador,ECU,Modern Pentathlon,Summer,0.4
1224,Ecuador,ECU,Rowing,Summer,0.4
1225,Ecuador,ECU,Sailing,Summer,0.4
1226,Ecuador,ECU,Shooting,Summer,8.0
1227,Ecuador,ECU,Surfing,Summer,0.4
1228,Ecuador,ECU,Swimming,Summer,11.2
1229,Ecuador,ECU,Table Tennis,Summer,0.8
1230,Ecuador,ECU,Taekwondo,Summer,0.4
1231,Ecuador,ECU,Tennis,Summer,2.0
1232,Ecuador,ECU,Triathlon,Summer,1.2
1233,Ecuador,ECU,Weightlifting,Summer,8.0
1234,Ecuador,ECU,Wrestling,Summer,4.4
1235,Egypt,EGY,Alpine Skiing,Winter,100.0
1236,Egypt,EGY,Archery,Summer,1.5
1237,Egypt,EGY,Artistic Swimming,Summer,0.2
1238,Egypt,EGY,Athletics,Summer,1.3
1239,Egypt,EGY,Badminton,Summer,0.5
1240,Egypt,EGY,Basketball,Summer,0.7
1241,Egypt,EGY,Beach Volleyball,Summer,0.1
1242,Egypt,EGY,Boxing,Summer,9.4
1243,Egypt,EGY,Canoe Sprint,Summer,0.7
1244,Egypt,EGY,Cycling Road,Summer,0.7
1245,Egypt,EGY,Cycling Track,Summer,0.5
1246,Egypt,EGY,Diving,Summer,2.4
1247,Egypt,EGY,Equestrian,Summer,0.4
1248,Egypt,EGY,Equestrian Jumping,Summer,1.2
1249,Egypt,EGY,Fencing,Summer,8.1
1250,Egypt,EGY,Football,Summer,1.2
1251,Egypt,EGY,Gymnastics Artistic,Summer,12.4
1252,Egypt,EGY,Gymnastics Rhythmic,Summer,0.1
1253,Egypt,EGY,Handball,Summer,0.7
1254,Egypt,EGY,Hockey,Summer,0.2
1255,Egypt,EGY,Judo,Summer,3.5
1256,Egypt,EGY,Karate,Summer,0.5
1257,Egypt,EGY,Marathon Swimming,Summer,0.4
1258,Egypt,EGY,Modern Pentathlon,Summer,3.0
1259,Egypt,EGY,Rowing,Summer,1.5
1260,Egypt,EGY,Sailing,Summer,0.5
1261,Egypt,EGY,Shooting,Summer,10.6
1262,Egypt,EGY,Swimming,Summer,8.1
1263,Egypt,EGY,Synchronized Swimming,Summer,1.3
1264,Egypt,EGY,Table Tennis,Summer,3.6
1265,Egypt,EGY,Taekwondo,Summer,2.0
1266,Egypt,EGY,Tennis,Summer,0.2
1267,Egypt,EGY,Triathlon,Summer,0.1
1268,Egypt,EGY,Volleyball,Summer,0.5
1269,Egypt,EGY,Water Polo,Summer,0.5
1270,Egypt,EGY,Weightlifting,Summer,9.1
1271,Egypt,EGY,Wrestling,Summer,12.1
1272,El Salvador,ESA,Archery,Summer,1.7
1273,El Salvador,ESA,Athletics,Summer,10.8
1274,El Salvador,ESA,Boxing,Summer,2.5
1275,El Salvador,ESA,Cycling Road,Summer,7.5
1276,El Salvador,ESA,Cycling Track,Summer,4.2
1277,El Salvador,ESA,Football,Summer,0.8
1278,El Salvador,ESA,Judo,Summer,7.5
1279,El Salvador,ESA,Rowing,Summer,2.5
1280,El Salvador,ESA,Sailing,Summer,3.3
1281,El Salvador,ESA,Shooting,Summer,20.0
1282,El Salvador,ESA,Swimming,Summer,27.5
1283,El Salvador,ESA,Tennis,Summer,0.8
1284,El Salvador,ESA,Weightlifting,Summer,6.7
1285,El Salvador,ESA,Wrestling,Summer,4.2
1286,Equatorial Guinea,GEQ,Athletics,Summer,40.0
1287,Equatorial Guinea,GEQ,Judo,Summer,20.0
1288,Equatorial Guinea,GEQ,Swimming,Summer,40.0
1289,Eritrea,ERI,Alpine Skiing,Winter,100.0
1290,Eritrea,ERI,Athletics,Summer,85.7
1291,Eritrea,ERI,Cycling Road,Summer,14.3
1292,Estonia,EST,Alpine Skiing,Winter,4.9
1293,Estonia,EST,Archery,Summer,1.4
1294,Estonia,EST,Athletics,Summer,23.7
1295,Estonia,EST,Badminton,Summer,1.9
1296,Estonia,EST,Basketball,Summer,0.3
1297,Estonia,EST,Beach Volleyball,Summer,0.6
1298,Estonia,EST,Biathlon,Winter,31.8
1299,Estonia,EST,Boxing,Summer,1.4
1300,Estonia,EST,Cross Country Skiing,Winter,44.8
1301,Estonia,EST,Cycling Mountain Bike,Summer,0.8
1302,Estonia,EST,Cycling Road,Summer,8.1
1303,Estonia,EST,Cycling Track,Summer,0.8
1304,Estonia,EST,Equestrian,Summer,0.3
1305,Estonia,EST,Fencing,Summer,7.0
1306,Estonia,EST,Figure skating,Winter,2.2
1307,Estonia,EST,Football,Summer,0.6
1308,Estonia,EST,Freestyle Skiing,Winter,0.7
1309,Estonia,EST,Judo,Summer,2.5
1310,Estonia,EST,Luge,Winter,0.7
1311,Estonia,EST,Modern Pentathlon,Summer,0.8
1312,Estonia,EST,Nordic Combined,Winter,7.1
1313,Estonia,EST,Rowing,Summer,4.5
1314,Estonia,EST,Sailing,Summer,6.7
1315,Estonia,EST,Shooting,Summer,3.9
1316,Estonia,EST,Ski Jumping,Winter,4.0
1317,Estonia,EST,Speed skating,Winter,4.0
1318,Estonia,EST,Swimming,Summer,12.3
1319,Estonia,EST,Table Tennis,Summer,0.3
1320,Estonia,EST,Tennis,Summer,1.7
1321,Estonia,EST,Triathlon,Summer,1.1
1322,Estonia,EST,Weightlifting,Summer,5.6
1323,Estonia,EST,Wrestling,Summer,13.9
1324,Eswatini,SWZ,Boxing,Summer,100.0
1325,Ethiopia,ETH,Athletics,Summer,72.4
1326,Ethiopia,ETH,Boxing,Summer,12.7
1327,Ethiopia,ETH,Cross Country Skiing,Winter,100.0
1328,Ethiopia,ETH,Cycling Road,Summer,13.1
1329,Ethiopia,ETH,Swimming,Summer,1.5
1330,Ethiopia,ETH,Taekwondo,Summer,0.4
1331,Federal Republic of Germany,FRG,Alpine Skiing,Winter,28.1
1332,Federal Republic of Germany,FRG,Archery,Summer,1.9
1333,Federal Republic of Germany,FRG,Athletics,Summer,18.2
1334,Federal Republic of Germany,FRG,Basketball,Summer,0.2
1335,Federal Republic of Germany,FRG,Biathlon,Winter,6.4
1336,Federal Republic of Germany,FRG,Bobsleigh,Winter,4.5
1337,Federal Republic of Germany,FRG,Boxing,Summer,3.5
1338,Federal Republic of Germany,FRG,Canoe Slalom,Summer,1.1
1339,Federal Republic of Germany,FRG,Canoe Sprint,Summer,3.4
1340,Federal Republic of Germany,FRG,Cross Country Skiing,Winter,19.9
1341,Federal Republic of Germany,FRG,Cycling Road,Summer,2.9
1342,Federal Republic of Germany,FRG,Cycling Track,Summer,2.4
1343,Federal Republic of Germany,FRG,Diving,Summer,1.4
1344,Federal Republic of Germany,FRG,Equestrian Dressage,Summer,2.0
1345,Federal Republic of Germany,FRG,Equestrian Eventing,Summer,2.4
1346,Federal Republic of Germany,FRG,Equestrian Jumping,Summer,2.0
1347,Federal Republic of Germany,FRG,Fencing,Summer,5.8
1348,Federal Republic of Germany,FRG,Figure skating,Winter,5.6
1349,Federal Republic of Germany,FRG,Football,Summer,0.3
1350,Federal Republic of Germany,FRG,Gymnastics Artistic,Summer,4.1
1351,Federal Republic of Germany,FRG,Gymnastics Rhythmic,Summer,0.4
1352,Federal Republic of Germany,FRG,Handball,Summer,0.4
1353,Federal Republic of Germany,FRG,Hockey,Summer,0.7
1354,Federal Republic of Germany,FRG,Ice Hockey,Winter,1.1
1355,Federal Republic of Germany,FRG,Judo,Summer,2.8
1356,Federal Republic of Germany,FRG,Luge,Winter,8.2
1357,Federal Republic of Germany,FRG,Modern Pentathlon,Summer,1.9
1358,Federal Republic of Germany,FRG,Nordic Combined,Winter,4.3
1359,Federal Republic of Germany,FRG,Rowing,Summer,4.3
1360,Federal Republic of Germany,FRG,Sailing,Summer,3.0
1361,Federal Republic of Germany,FRG,Shooting,Summer,7.7
1362,Federal Republic of Germany,FRG,Ski Jumping,Winter,7.1
1363,Federal Republic of Germany,FRG,Speed skating,Winter,14.8
1364,Federal Republic of Germany,FRG,Swimming,Summer,14.5
1365,Federal Republic of Germany,FRG,Synchronized Swimming,Summer,0.8
1366,Federal Republic of Germany,FRG,Table Tennis,Summer,0.7
1367,Federal Republic of Germany,FRG,Tennis,Summer,0.7
1368,Federal Republic of Germany,FRG,Volleyball,Summer,0.3
1369,Federal Republic of Germany,FRG,Water Polo,Summer,0.5
1370,Federal Republic of Germany,FRG,Weightlifting,Summer,2.9
1371,Federal Republic of Germany,FRG,Wrestling,Summer,7.2
1372,Federated States of Micronesia,FSM,Athletics,Summer,5.9
1373,Federated States of Micronesia,FSM,Boxing,Summer,5.9
1374,Federated States of Micronesia,FSM,Swimming,Summer,58.8
1375,Federated States of Micronesia,FSM,Weightlifting,Summer,23.5
1376,Federated States of Micronesia,FSM,Wrestling,Summer,5.9
1377,Fiji,FIJ,Alpine Skiing,Winter,40.0
1378,Fiji,FIJ,Archery,Summer,2.2
1379,Fiji,FIJ,Athletics,Summer,9.6
1380,Fiji,FIJ,Boxing,Summer,3.7
1381,Fiji,FIJ,Cross Country Skiing,Winter,60.0
1382,Fiji,FIJ,Cycling Road,Summer,0.7
1383,Fiji,FIJ,Football,Summer,0.7
1384,Fiji,FIJ,Judo,Summer,10.4
1385,Fiji,FIJ,Rugby,Summer,1.5
1386,Fiji,FIJ,Rugby Sevens,Summer,1.5
1387,Fiji,FIJ,Sailing,Summer,12.6
1388,Fiji,FIJ,Shooting,Summer,3.0
1389,Fiji,FIJ,Swimming,Summer,46.7
1390,Fiji,FIJ,Table Tennis,Summer,1.5
1391,Fiji,FIJ,Weightlifting,Summer,5.9
1392,Finland,FIN,Alpine Skiing,Winter,6.5
1393,Finland,FIN,Archery,Summer,1.7
1394,Finland,FIN,Athletics,Summer,25.7
1395,Finland,FIN,Badminton,Summer,0.7
1396,Finland,FIN,Basketball,Summer,0.1
1397,Finland,FIN,Biathlon,Winter,12.1
1398,Finland,FIN,Boxing,Summer,3.5
1399,Finland,FIN,Canoe Marathon,Summer,0.2
1400,Finland,FIN,Canoe Sprint,Summer,1.2
1401,Finland,FIN,Cross Country Skiing,Winter,36.8
1402,Finland,FIN,Curling,Winter,0.2
1403,Finland,FIN,Cycling Road,Summer,2.8
1404,Finland,FIN,Cycling Track,Summer,0.7
1405,Finland,FIN,Diving,Summer,1.0
1406,Finland,FIN,Equestrian,Summer,0.0
1407,Finland,FIN,Equestrian Dressage,Summer,0.6
1408,Finland,FIN,Equestrian Eventing,Summer,0.6
1409,Finland,FIN,Equestrian Jumping,Summer,0.3
1410,Finland,FIN,Fencing,Summer,0.5
1411,Finland,FIN,Figure skating,Summer,0.1
1412,Finland,FIN,Figure skating,Winter,1.5
1413,Finland,FIN,Football,Summer,0.2
1414,Finland,FIN,Freestyle Skiing,Winter,2.9
1415,Finland,FIN,Golf,Summer,0.3
1416,Finland,FIN,Gymnastics Artistic,Summer,19.2
1417,Finland,FIN,Gymnastics Rhythmic,Summer,0.0
1418,Finland,FIN,Hockey,Summer,0.0
1419,Finland,FIN,Ice Hockey,Winter,1.6
1420,Finland,FIN,Judo,Summer,1.1
1421,Finland,FIN,Military Patrol,Winter,0.1
1422,Finland,FIN,Modern Pentathlon,Summer,2.2
1423,Finland,FIN,Nordic Combined,Winter,7.8
1424,Finland,FIN,Rowing,Summer,0.8
1425,Finland,FIN,Sailing,Summer,3.8
1426,Finland,FIN,Shooting,Summer,12.7
1427,Finland,FIN,Skateboarding,Summer,0.0
1428,Finland,FIN,Ski Jumping,Winter,10.5
1429,Finland,FIN,Snowboard,Winter,3.8
1430,Finland,FIN,Speed skating,Winter,16.2
1431,Finland,FIN,Swimming,Summer,5.8
1432,Finland,FIN,Synchronized Swimming,Summer,0.0
1433,Finland,FIN,Table Tennis,Summer,0.0
1434,Finland,FIN,Taekwondo,Summer,0.2
1435,Finland,FIN,Tennis,Summer,0.4
1436,Finland,FIN,Weightlifting,Summer,2.8
1437,Finland,FIN,Wrestling,Summer,10.6
1438,France,FRA,3x3 Basketball,Summer,0.0
1439,France,FRA,Alpine Skiing,Winter,27.8
1440,France,FRA,Archery,Summer,2.7
1441,France,FRA,Artistic Gymnastics,Summer,0.1
1442,France,FRA,Artistic Swimming,Summer,0.0
1443,France,FRA,Athletics,Summer,15.2
1444,France,FRA,Badminton,Summer,0.4
1445,France,FRA,Basketball,Summer,0.3
1446,France,FRA,Beach Volleyball,Summer,0.1
1447,France,FRA,Biathlon,Winter,14.5
1448,France,FRA,Bobsleigh,Winter,2.8
1449,France,FRA,Boxing,Summer,3.9
1450,France,FRA,Canoe Marathon,Summer,0.1
1451,France,FRA,Canoe Slalom,Summer,1.0
1452,France,FRA,Canoe Sprint,Summer,1.6
1453,France,FRA,Croquet,Summer,0.2
1454,France,FRA,Cross Country Skiing,Winter,18.5
1455,France,FRA,Curling,Winter,0.2
1456,France,FRA,Cycling BMX,Summer,0.2
1457,France,FRA,Cycling BMX Freestyle,Summer,0.0
1458,France,FRA,Cycling BMX Racing,Summer,0.1
1459,France,FRA,Cycling Mountain Bike,Summer,0.5
1460,France,FRA,Cycling Road,Summer,3.2
1461,France,FRA,Cycling Track,Summer,4.6
1462,France,FRA,Diving,Summer,0.9
1463,France,FRA,Equestrian,Summer,0.3
1464,France,FRA,Equestrian  Vaulting,Summer,0.1
1465,France,FRA,Equestrian Dressage,Summer,1.2
1466,France,FRA,Equestrian Eventing,Summer,1.8
1467,France,FRA,Equestrian Jumping,Summer,1.8
1468,France,FRA,Fencing,Summer,6.9
1469,France,FRA,Figure skating,Summer,0.0
1470,France,FRA,Figure skating,Winter,5.2
1471,France,FRA,Football,Summer,0.3
1472,France,FRA,Freestyle Skiing,Winter,5.2
1473,France,FRA,Golf,Summer,0.3
1474,France,FRA,Gymnastics Artistic,Summer,12.4
1475,France,FRA,Gymnastics Rhythmic,Summer,0.1
1476,France,FRA,Handball,Summer,0.3
1477,France,FRA,Hockey,Summer,0.2
1478,France,FRA,Ice Hockey,Summer,0.0
1479,France,FRA,Ice Hockey,Winter,0.5
1480,France,FRA,Judo,Summer,2.6
1481,France,FRA,Karate,Summer,0.1
1482,France,FRA,Luge,Winter,1.0
1483,France,FRA,Marathon Swimming,Summer,0.2
1484,France,FRA,Military Patrol,Winter,0.1
1485,France,FRA,Modern Pentathlon,Summer,1.4
1486,France,FRA,Nordic Combined,Winter,4.4
1487,France,FRA,Polo,Summer,0.0
1488,France,FRA,Rowing,Summer,2.2
1489,France,FRA,Rugby,Summer,0.1
1490,France,FRA,Rugby Sevens,Summer,0.0
1491,France,FRA,Sailing,Summer,4.5
1492,France,FRA,Shooting,Summer,8.2
1493,France,FRA,Short Track,Winter,0.6
1494,France,FRA,Short Track Speed Skating,Winter,3.6
1495,France,FRA,Skateboarding,Summer,0.1
1496,France,FRA,Skeleton,Winter,0.3
1497,France,FRA,Ski Jumping,Winter,4.7
1498,France,FRA,Snowboard,Winter,5.0
1499,France,FRA,Speed skating,Winter,5.8
1500,France,FRA,Sport Climbing,Summer,0.1
1501,France,FRA,Surfing,Summer,0.0
1502,France,FRA,Swimming,Summer,9.9
1503,France,FRA,Synchronized Swimming,Summer,0.3
1504,France,FRA,Table Tennis,Summer,0.7
1505,France,FRA,Taekwondo,Summer,0.3
1506,France,FRA,Tennis,Summer,2.4
1507,France,FRA,Trampoline,Summer,0.1
1508,France,FRA,Triathlon,Summer,0.6
1509,France,FRA,Volleyball,Summer,0.1
1510,France,FRA,Water Motorsports,Summer,0.0
1511,France,FRA,Water Polo,Summer,0.2
1512,France,FRA,Weightlifting,Summer,2.3
1513,France,FRA,Wrestling,Summer,3.2
1514,Gabon,GAB,Athletics,Summer,3.3
1515,Gabon,GAB,Boxing,Summer,46.7
1516,Gabon,GAB,Football,Summer,3.3
1517,Gabon,GAB,Judo,Summer,30.0
1518,Gabon,GAB,Swimming,Summer,3.3
1519,Gabon,GAB,Taekwondo,Summer,13.3
1520,Gambia,GAM,Athletics,Summer,12.5
1521,Gambia,GAM,Boxing,Summer,12.5
1522,Gambia,GAM,Judo,Summer,25.0
1523,Gambia,GAM,Swimming,Summer,12.5
1524,Gambia,GAM,Wrestling,Summer,37.5
1525,Georgia,GEO,Alpine Skiing,Winter,62.7
1526,Georgia,GEO,Archery,Summer,6.3
1527,Georgia,GEO,Athletics,Summer,1.3
1528,Georgia,GEO,Beach Volleyball,Summer,0.9
1529,Georgia,GEO,Boxing,Summer,6.7
1530,Georgia,GEO,Canoe Sprint,Summer,0.4
1531,Georgia,GEO,Cycling Road,Summer,0.4
1532,Georgia,GEO,Diving,Summer,1.3
1533,Georgia,GEO,Fencing,Summer,1.3
1534,Georgia,GEO,Figure skating,Winter,21.6
1535,Georgia,GEO,Gymnastics Artistic,Summer,1.3
1536,Georgia,GEO,Gymnastics Rhythmic,Summer,0.4
1537,Georgia,GEO,Judo,Summer,19.7
1538,Georgia,GEO,Karate,Summer,0.4
1539,Georgia,GEO,Luge,Winter,7.8
1540,Georgia,GEO,Modern Pentathlon,Summer,0.4
1541,Georgia,GEO,Sailing,Summer,0.4
1542,Georgia,GEO,Shooting,Summer,9.4
1543,Georgia,GEO,Ski Jumping,Winter,7.8
1544,Georgia,GEO,Swimming,Summer,3.1
1545,Georgia,GEO,Tennis,Summer,1.8
1546,Georgia,GEO,Trampoline,Summer,1.8
1547,Georgia,GEO,Weightlifting,Summer,9.0
1548,Georgia,GEO,Wrestling,Summer,33.2
1549,German Democratic Republic (Germany),GDR,Alpine Skiing,Winter,0.7
1550,German Democratic Republic (Germany),GDR,Athletics,Summer,25.4
1551,German Democratic Republic (Germany),GDR,Biathlon,Winter,8.7
1552,German Democratic Republic (Germany),GDR,Bobsleigh,Winter,3.8
1553,German Democratic Republic (Germany),GDR,Boxing,Summer,4.3
1554,German Democratic Republic (Germany),GDR,Canoe Slalom,Summer,1.1
1555,German Democratic Republic (Germany),GDR,Canoe Sprint,Summer,4.2
1556,German Democratic Republic (Germany),GDR,Cross Country Skiing,Winter,27.9
1557,German Democratic Republic (Germany),GDR,Cycling Road,Summer,2.0
1558,German Democratic Republic (Germany),GDR,Cycling Track,Summer,1.9
1559,German Democratic Republic (Germany),GDR,Diving,Summer,3.4
1560,German Democratic Republic (Germany),GDR,Equestrian Dressage,Summer,0.8
1561,German Democratic Republic (Germany),GDR,Equestrian Eventing,Summer,0.9
1562,German Democratic Republic (Germany),GDR,Fencing,Summer,2.1
1563,German Democratic Republic (Germany),GDR,Figure skating,Winter,7.3
1564,German Democratic Republic (Germany),GDR,Football,Summer,0.3
1565,German Democratic Republic (Germany),GDR,Gymnastics Artistic,Summer,10.6
1566,German Democratic Republic (Germany),GDR,Handball,Summer,0.5
1567,German Democratic Republic (Germany),GDR,Hockey,Summer,0.1
1568,German Democratic Republic (Germany),GDR,Ice Hockey,Winter,0.2
1569,German Democratic Republic (Germany),GDR,Judo,Summer,2.0
1570,German Democratic Republic (Germany),GDR,Luge,Winter,11.8
1571,German Democratic Republic (Germany),GDR,Modern Pentathlon,Summer,0.4
1572,German Democratic Republic (Germany),GDR,Nordic Combined,Winter,5.2
1573,German Democratic Republic (Germany),GDR,Rowing,Summer,5.2
1574,German Democratic Republic (Germany),GDR,Sailing,Summer,2.1
1575,German Democratic Republic (Germany),GDR,Shooting,Summer,6.7
1576,German Democratic Republic (Germany),GDR,Ski Jumping,Winter,10.4
1577,German Democratic Republic (Germany),GDR,Speed skating,Winter,23.9
1578,German Democratic Republic (Germany),GDR,Swimming,Summer,17.1
1579,German Democratic Republic (Germany),GDR,Volleyball,Summer,0.5
1580,German Democratic Republic (Germany),GDR,Water Polo,Summer,0.1
1581,German Democratic Republic (Germany),GDR,Weightlifting,Summer,2.9
1582,German Democratic Republic (Germany),GDR,Wrestling,Summer,5.4
1583,Germany,GER,Alpine Skiing,Winter,15.6
1584,Germany,GER,Archery,Summer,0.9
1585,Germany,GER,Artistic Gymnastics,Summer,0.2
1586,Germany,GER,Athletics,Summer,19.0
1587,Germany,GER,Badminton,Summer,0.9
1588,Germany,GER,Basketball,Summer,0.1
1589,Germany,GER,Beach Volleyball,Summer,0.6
1590,Germany,GER,Biathlon,Winter,13.4
1591,Germany,GER,Bobsleigh,Winter,4.4
1592,Germany,GER,Boxing,Summer,3.1
1593,Germany,GER,Canoe Marathon,Summer,0.1
1594,Germany,GER,Canoe Slalom,Summer,1.3
1595,Germany,GER,Canoe Sprint,Summer,3.1
1596,Germany,GER,Cross Country Skiing,Winter,18.1
1597,Germany,GER,Curling,Winter,0.4
1598,Germany,GER,Cycling BMX,Summer,0.1
1599,Germany,GER,Cycling BMX Freestyle,Summer,0.0
1600,Germany,GER,Cycling Mountain Bike,Summer,0.7
1601,Germany,GER,Cycling Road,Summer,3.5
1602,Germany,GER,Cycling Track,Summer,3.5
1603,Germany,GER,Diving,Summer,3.5
1604,Germany,GER,Equestrian,Summer,0.4
1605,Germany,GER,Equestrian Dressage,Summer,1.4
1606,Germany,GER,Equestrian Eventing,Summer,1.6
1607,Germany,GER,Equestrian Jumping,Summer,1.6
1608,Germany,GER,Fencing,Summer,3.8
1609,Germany,GER,Figure skating,Summer,0.1
1610,Germany,GER,Figure skating,Winter,4.4
1611,Germany,GER,Football,Summer,0.3
1612,Germany,GER,Freestyle Skiing,Winter,2.5
1613,Germany,GER,Golf,Summer,0.2
1614,Germany,GER,Gymnastics Artistic,Summer,10.1
1615,Germany,GER,Gymnastics Rhythmic,Summer,0.2
1616,Germany,GER,Handball,Summer,0.3
1617,Germany,GER,Hockey,Summer,0.6
1618,Germany,GER,Ice Hockey,Winter,0.9
1619,Germany,GER,Judo,Summer,2.4
1620,Germany,GER,Karate,Summer,0.1
1621,Germany,GER,Luge,Winter,4.4
1622,Germany,GER,Marathon Swimming,Summer,0.3
1623,Germany,GER,Modern Pentathlon,Summer,1.2
1624,Germany,GER,Nordic Combined,Winter,4.7
1625,Germany,GER,Polo,Summer,0.0
1626,Germany,GER,Rowing,Summer,3.4
1627,Germany,GER,Rugby,Summer,0.0
1628,Germany,GER,Sailing,Summer,2.3
1629,Germany,GER,Shooting,Summer,6.7
1630,Germany,GER,Short Track,Winter,0.3
1631,Germany,GER,Short Track Speed Skating,Winter,2.4
1632,Germany,GER,Skateboarding,Summer,0.1
1633,Germany,GER,Skeleton,Winter,1.7
1634,Germany,GER,Ski Jumping,Winter,6.3
1635,Germany,GER,Snowboard,Winter,4.5
1636,Germany,GER,Speed skating,Winter,15.9
1637,Germany,GER,Sport Climbing,Summer,0.1
1638,Germany,GER,Swimming,Summer,10.8
1639,Germany,GER,Synchronized Swimming,Summer,0.1
1640,Germany,GER,Table Tennis,Summer,1.5
1641,Germany,GER,Taekwondo,Summer,0.3
1642,Germany,GER,Tennis,Summer,1.9
1643,Germany,GER,Trampoline,Summer,0.1
1644,Germany,GER,Triathlon,Summer,0.7
1645,Germany,GER,Volleyball,Summer,0.1
1646,Germany,GER,Water Polo,Summer,0.3
1647,Germany,GER,Weightlifting,Summer,2.4
1648,Germany,GER,Wrestling,Summer,4.1
1649,Ghana,GHA,Alpine Skiing,Winter,66.7
1650,Ghana,GHA,Athletics,Summer,19.8
1651,Ghana,GHA,Boxing,Summer,62.2
1652,Ghana,GHA,Football,Summer,5.4
1653,Ghana,GHA,Judo,Summer,2.7
1654,Ghana,GHA,Skeleton,Winter,33.3
1655,Ghana,GHA,Swimming,Summer,1.8
1656,Ghana,GHA,Table Tennis,Summer,5.4
1657,Ghana,GHA,Weightlifting,Summer,2.7
1658,Great Britain,GBR,Alpine Skiing,Winter,30.7
1659,Great Britain,GBR,Archery,Summer,2.3
1660,Great Britain,GBR,Artistic Gymnastics,Summer,0.2
1661,Great Britain,GBR,Artistic Swimming,Summer,0.0
1662,Great Britain,GBR,Athletics,Summer,20.6
1663,Great Britain,GBR,Badminton,Summer,1.1
1664,Great Britain,GBR,Basketball,Summer,0.1
1665,Great Britain,GBR,Beach Volleyball,Summer,0.1
1666,Great Britain,GBR,Biathlon,Winter,7.1
1667,Great Britain,GBR,Bobsleigh,Winter,6.7
1668,Great Britain,GBR,Boxing,Summer,5.2
1669,Great Britain,GBR,Canoe Marathon,Summer,0.0
1670,Great Britain,GBR,Canoe Slalom,Summer,1.0
1671,Great Britain,GBR,Canoe Sprint,Summer,1.0
1672,Great Britain,GBR,Cricket,Summer,0.0
1673,Great Britain,GBR,Cross Country Skiing,Winter,12.7
1674,Great Britain,GBR,Curling,Winter,1.4
1675,Great Britain,GBR,Cycling BMX,Summer,0.1
1676,Great Britain,GBR,Cycling BMX Freestyle,Summer,0.0
1677,Great Britain,GBR,Cycling BMX Racing,Summer,0.0
1678,Great Britain,GBR,Cycling Mountain Bike,Summer,0.3
1679,Great Britain,GBR,Cycling Road,Summer,3.7
1680,Great Britain,GBR,Cycling Track,Summer,3.4
1681,Great Britain,GBR,Diving,Summer,2.8
1682,Great Britain,GBR,Equestrian,Summer,0.3
1683,Great Britain,GBR,Equestrian Dressage,Summer,1.1
1684,Great Britain,GBR,Equestrian Eventing,Summer,1.8
1685,Great Britain,GBR,Equestrian Jumping,Summer,1.5
1686,Great Britain,GBR,Fencing,Summer,2.9
